"sex","foodSecurity","foodSourceNow","WEALTH_TOTAL_VAL","total_income","labor_migrant_hh_total","familyBariEducationAfter","MacArthurLadderPresent","listenRadio","useInternet","marketIntegrationPrimarySchoolTime","marketIntegrationHighSchoolTime","marketIntegrationCollegeTime","marketIntegrationSmallBazaarTime","marketIntegrationLargeBazaarTime","marketIntegrationTownTime","marketIntegrationMainRoadTime","marketIntegrationDhakaTime","marketIntegrationPharmacyTime","marketIntegrationMBBSTime","labor_migrant_bari_in_bangladesh","years_of_education_wife","husband_occupation","years_of_education_husband","relocate_MI","institutionloan_vs_other","bank_vs_micro","husbandTravelINBangladesh","wifeTravelINBangladesh","wifeAbroadTravel","husbandAbroadTravel","listenRadio_h","useInternet_h","watchTV_mins_per_month_h","bank_vs_micro_h","institutionloan_vs_other_h","occupation_agriculture_dummy","occupation_mkt_connection","occupation_ses","age_wife","age_h","assetMobilePhone","assetSmartphone","assetComputer","assetElectricity","landOwnedFarmAmount"
0,6,100,190100,24000,2,1,2,0,0,10.8333333333333,8.18181818181818,10.9090909090909,10,30,2.95081967213115,3.44262295081967,1.99170124481328,30,52.2727272727273,6,0,9,0,0,0,0,2,10,0,0,NA,NA,NA,NA,NA,1,2,2,53,NA,1,0,1,1,0
0,6,100,123660,10500,2,1,3,0,0,4.0625,2.90322580645161,3.87096774193548,5.45454545454545,3.87096774193548,180,210,2.65193370165746,180,35.9375,28,5,5,1,0,0,0,10,3,0,8,3,4,54000,0,1,0,0,1,32,45,1,1,0,1,0
1,6,100,297885,24000,6,2,5,0,1,5.90909090909091,4.09090909090909,5.71428571428571,3.75,7.5,11.25,70,1.99170124481328,5.80645161290323,18.5483870967742,2,0,1,0,0,0,0,2,2,0,0,0,1,7200,0,1,0,0,1,74,75,1,1,0,1,48
0,5,100,211250,37000,2,2,4,0,0,10.8333333333333,90,1.9672131147541,5.45454545454545,3.87096774193548,5.80645161290323,19.0909090909091,3.96694214876033,16.3636363636364,18.5483870967742,13,0,5,2,0,0,0,2,1,0,0,NA,NA,NA,NA,NA,0,0,1,73,NA,1,1,0,1,0
1,6,75,402575,10000,0,1,5,0,0,21.6666666666667,15,20,10,20,6.92307692307692,35,3.17880794701987,30,9.42622950819672,22,5,9,0,1,0,0,8,3,0,0,0,0,900,0,0,1,2,2,38,38,1,1,0,1,0
1,6,100,227750,20000,1,0,5,0,0,10.8333333333333,2.90322580645161,3.87096774193548,10,3.87096774193548,5.80645161290323,35,2.65193370165746,16.3636363636364,9.42622950819672,6,12,9,12,0,1,0,7,5,0,0,0,0,0,0,1,1,2,2,46,46,1,1,0,0,2
1,6,75,352975,33666.66667,6,1,5,0,2,5.90909090909091,8.18181818181818,10.9090909090909,1.93548387096774,0.991735537190083,2.95081967213115,10,3.96694214876033,30,95.8333333333333,0,7,1,10,1,0,0,3,3,0,0,0,2,900,0,1,0,0,1,60,60,1,1,0,1,133
1,4,100,242770,19100,1,1,3,0,0,5.90909090909091,4.28571428571429,5.71428571428571,5.45454545454545,3.87096774193548,5.80645161290323,6.7741935483871,3.17880794701987,11.25,18.5483870967742,23,12,4,14,0,0,0,8,5,0,0,0,0,0,0,1,1,1,0,62,62,1,0,0,1,0
1,6,100,329850,50000,0,2,7,0,0,10.8333333333333,90,1.9672131147541,10,3.87096774193548,5,5.1219512195122,3.17880794701987,30,9.42622950819672,50,10,4,12,1,0,0,4,2,1,0,0,0,900,0,1,1,1,0,54,54,1,1,0,1,0
1,5,100,115400,15000,1,0,2,0,0,16.25,1.95652173913043,2.60869565217391,10,7.5,2.95081967213115,10,2.65193370165746,30,18.5483870967742,10,0,8,0,0,0,0,1,2,0,1,0,0,900,0,1,1,1,1,55,55,1,1,0,1,0
0,6,50,401065,64875,9,0,7,0,2,5.90909090909091,2.90322580645161,3.87096774193548,3.75,7.5,2.95081967213115,19.0909090909091,3.96694214876033,8.57142857142857,35.9375,16,4,1,0,0,0,0,9,4,0,0,0,NA,0,0,NA,0,0,1,83,NA,1,1,0,1,360
0,6,75,256585,20000,1,0,4,0,0,5.90909090909091,15,20,10,20,1.97802197802198,1.73553719008264,5.27472527472527,30,27.3809523809524,3,9,23,0,0,0,0,2,8,0,0,0,1,1800,0,1,1,1,0,41,47,0,0,0,1,0
0,6,100,245500,37833.33333,2,2,5,0,3,5.90909090909091,8.18181818181818,10.9090909090909,10,3.87096774193548,5,13.125,2.65193370165746,16.3636363636364,95.8333333333333,13,0,9,0,0,0,0,2,2,0,0,NA,NA,NA,0,1,1,2,2,70,75,1,1,0,1,0
0,4,75,69955,12000,0,0,2,0,0,21.6666666666667,4.28571428571429,5.71428571428571,5.45454545454545,20,2.95081967213115,6.7741935483871,2.65193370165746,16.3636363636364,18.5483870967742,8,0,0,0,1,0,0,1,0,0,0,NA,0,1800,0,0,1,0,0,66,68,0,0,0,1,0
1,6,75,309975,10333.33333,0,0,6,0,0,5.90909090909091,2.90322580645161,3.87096774193548,5.45454545454545,3.87096774193548,4.39024390243902,35,2.65193370165746,5.80645161290323,18.5483870967742,0,0,2,0,0,0,0,1,1,0,0,0,0,600,0,0,0,0,0,57,57,1,1,0,0,0
1,6,50,369380,26250,0,1,5,0,0,10.8333333333333,15,20,15,5.71428571428571,5.80645161290323,35,2.27488151658768,30,18.5483870967742,16,9,0,12,0,0,0,4,2,0,0,0,0,900,0,1,1,0,0,54,54,1,1,1,1,0
0,6,100,305500,17000,11,1,4,0,0,10.8333333333333,15,20,15,5.71428571428571,16.3636363636364,52.5,3.96694214876033,30,95.8333333333333,18,8,0,7,0,0,0,6,4,0,8,NA,0,900,0,0,1,0,0,53,58,1,1,1,1,0
0,6,100,329850,20000,0,2,5,0,0,10.8333333333333,2.90322580645161,3.87096774193548,10,3.87096774193548,5.80645161290323,10,2.65193370165746,11.25,15.9722222222222,2,1,1,0,0,1,0,1,1,0,0,0,NA,2100,0,1,0,0,1,48,54,1,1,0,0,10
1,4,100,121595,12000,0,2,4,0,0,5.90909090909091,2.90322580645161,3.87096774193548,1.93548387096774,3.87096774193548,5.80645161290323,4.56521739130435,2.65193370165746,5.80645161290323,18.5483870967742,2,8,2,9,1,0,0,4,1,0,0,0,0,210,0,0,0,0,0,44,44,1,1,0,1,0
1,6,75,334080,27250,9,1,6,0,0,1.0655737704918,2.90322580645161,3.87096774193548,2.85714285714286,3.87096774193548,5.80645161290323,19.0909090909091,2.65193370165746,11.25,12.5,13,0,2,5,1,0,0,4,8,0,0,0,0,900,0,0,0,0,0,68,69,1,0,0,1,0
1,6,100,237965,36833.33333,1,2,5,0,1,10.8333333333333,90,1.9672131147541,10,3.87096774193548,5,1.73553719008264,2.65193370165746,30,18.5483870967742,7,7,9,12,1,1,0,2,2,0,0,0,1,900,0,1,1,2,2,30,30,1,1,0,1,48
1,6,50,233900,52000,3,1,6,0,2,5.90909090909091,90,1.9672131147541,10,3.87096774193548,0.994475138121547,2.59259259259259,1.99170124481328,5.80645161290323,27.3809523809524,0,0,4,0,0,0,0,1,1,0,0,0,2,0,0,0,1,1,0,72,73,1,0,0,1,90
0,6,75,165070,8100,2,0,3,0,2,5.90909090909091,2.19512195121951,2.92682926829268,10,20,5,5.1219512195122,5.27472527472527,30,22.1153846153846,0,14,10,14,1,1,0,5,7,1,0,0,0,140,0,1,1,3,3,31,44,0,1,1,0,0
0,6,100,244770,31000,1,1,7,0,0,5.90909090909091,2.5,3.33333333333333,3.75,3.87096774193548,5.80645161290323,6.7741935483871,3.96694214876033,5.80645161290323,18.5483870967742,20,0,9,0,0,0,0,2,3,0,0,NA,NA,NA,NA,NA,1,2,2,62,NA,1,0,0,1,0
0,6,100,430175,100000,3,1,6,0,2,5.90909090909091,4.28571428571429,5.71428571428571,10,7.5,5.80645161290323,4.46808510638298,2.65193370165746,8.57142857142857,22.1153846153846,23,9,9,7,1,0,0,12,8,0,2,3,NA,300,0,0,1,2,2,44,50,1,1,0,1,0
1,6,25,270090,53000,9,1,9,0,0,5.90909090909091,2.90322580645161,3.87096774193548,5.45454545454545,3.87096774193548,5.80645161290323,6.7741935483871,2.65193370165746,16.3636363636364,18.5483870967742,21,5,2,6,0,1,1,11,4,0,8,0,0,900,0,0,0,0,0,70,70,1,1,0,1,0
1,6,100,353000,55700,6,1,7,0,0,3.0952380952381,2.90322580645161,3.87096774193548,1.93548387096774,1.9672131147541,2.53521126760563,6.7741935483871,1.32963988919668,5.80645161290323,18.5483870967742,3,0,9,5,0,0,0,7,1,0,0,0,0,900,0,0,1,2,2,72,73,1,1,0,1,80
0,6,100,484750,98677,5,1,6,0,3,10.8333333333333,2.90322580645161,3.87096774193548,5.45454545454545,10.9090909090909,2.95081967213115,5.1219512195122,2.65193370165746,30,9.42622950819672,8,5,12,5,0,0,0,2,3,0,0,NA,NA,NA,NA,NA,1,0,1,43,NA,1,1,0,1,100
0,5,100,194225,15000,0,2,8,0,0,5.90909090909091,8.18181818181818,10.9090909090909,10,5.71428571428571,30,6.7741935483871,1.99170124481328,11.25,27.3809523809524,5,8,9,12,1,0,0,6,3,0,0,0,0,900,0,1,1,2,2,42,37,1,1,0,1,0
0,5,100,458425,25000,1,0,6,0,1,4.0625,4.28571428571429,5.71428571428571,10,10.9090909090909,2.95081967213115,6.7741935483871,2.27488151658768,30,18.5483870967742,10,6,10,0,0,0,0,3,3,0,0,0,NA,600,0,1,1,3,3,39,59,1,1,0,1,0
1,6,50,277470,47333.33333,2,2,7,0,1,10.8333333333333,2.19512195121951,2.92682926829268,20,5.71428571428571,8.57142857142857,8.07692307692308,3.17880794701987,6.92307692307692,9.42622950819672,4,10,10,12,0,0,0,6,5,0,8,0,1,1800,1,1,1,3,3,58,58,1,1,0,1,0
0,6,75,334080,20000,0,1,2,0,0,5,4.28571428571429,5.71428571428571,5.45454545454545,10.9090909090909,30,19.0909090909091,2.65193370165746,30,27.3809523809524,0,1,2,0,0,1,1,3,2,0,0,0,1,600,0,0,0,0,0,57,66,0,0,0,1,0
0,6,100,291900,2000,0,1,5,0,0,10.8333333333333,4.28571428571429,5.71428571428571,3.75,7.5,8.57142857142857,52.5,2.65193370165746,11.25,35.9375,21,9,9,12,1,0,0,3,1,0,8,NA,1,2700,1,1,1,2,2,33,39,1,1,0,1,0
1,6,25,344215,29250,6,1,4,0,0,10.8333333333333,2.90322580645161,3.87096774193548,2.30769230769231,1.9672131147541,2.53521126760563,10,3.96694214876033,30,27.3809523809524,4,9,9,8,1,1,0,8,1,0,0,0,0,0,0,1,1,2,2,59,59,1,1,0,1,170
1,6,25,190750,25083.33333,3,0,4,0,0,2.09677419354839,90,1.9672131147541,1.93548387096774,1.31868131868132,0.994475138121547,6.7741935483871,2.65193370165746,4.39024390243902,18.5483870967742,5,0,1,0,0,1,0,4,1,0,0,0,0,1050,0,0,0,0,1,61,61,1,0,0,0,90
0,6,100,61040,20900,9,1,3,0,0,10.8333333333333,2.90322580645161,3.87096774193548,5.45454545454545,3.87096774193548,5.80645161290323,10,2.65193370165746,8.57142857142857,18.5483870967742,11,1,0,6,0,1,1,4,8,0,0,0,NA,NA,NA,NA,1,0,0,62,NA,1,0,0,1,0
1,6,25,234775,52000,1,0,8,0,0,3.0952380952381,90,1.9672131147541,5.45454545454545,10.9090909090909,16.3636363636364,105,3.96694214876033,30,35.9375,12,5,1,9,0,0,0,9,2,0,0,0,0,2700,0,1,0,0,1,40,40,1,0,0,0,0
0,5,100,199325,13000,7,2,6,0,4,5.90909090909091,0.989010989010989,1.9672131147541,5.45454545454545,2.92682926829268,5.80645161290323,10,3.96694214876033,16.3636363636364,3.1767955801105,3,2,10,0,0,0,0,12,4,0,0,0,1,600,0,1,1,3,3,61,63,1,0,0,1,0
1,6,100,145800,20000,0,1,5,0,0,3.0952380952381,2.90322580645161,3.87096774193548,20,10.9090909090909,2.95081967213115,10,3.17880794701987,30,27.3809523809524,6,0,4,0,0,1,0,2,0,0,0,0,0,1200,0,1,1,1,0,55,55,1,0,0,1,0
0,6,50,80655,18000,0,1,5,0,0,5.90909090909091,1.47540983606557,1.9672131147541,1.93548387096774,1.9672131147541,2.95081967213115,3.44262295081967,1.32963988919668,11.25,9.42622950819672,7,5,1,5,0,0,0,3,2,0,0,0,0,0,NA,NA,0,0,1,59,NA,1,0,0,0,0
0,3,100,117220,17500,0,1,2,0,3,5.90909090909091,2.90322580645161,3.87096774193548,10,10.9090909090909,1.97802197802198,105,1.99170124481328,16.3636363636364,22.1153846153846,4,0,9,0,0,1,0,6,5,0,0,0,0,2700,0,1,1,2,2,48,57,1,0,0,1,0
0,6,100,68300,0,0,0,3,0,0,16.25,4.28571428571429,5.71428571428571,5.45454545454545,20,5.80645161290323,52.5,3.96694214876033,16.3636363636364,52.2727272727273,21,1,9,6,0,0,0,1,1,0,0,0,0,NA,NA,NA,1,2,2,54,NA,1,0,0,1,0
1,6,75,375025,52375,2,0,5,0,1,10.8333333333333,2.90322580645161,3.87096774193548,10,7.5,3.91304347826087,13.125,1.99170124481328,16.3636363636364,9.42622950819672,23,12,0,8,0,1,1,4,4,0,8,0,1,0,1,1,1,0,0,45,45,1,0,0,1,80
1,6,25,733350,48100,8,2,10,4,4,10.8333333333333,3.46153846153846,4.61538461538461,20,20,30,35,80,30,52.2727272727273,20,10,0,9,0,0,0,5,5,0,1,3,3,0,1,1,1,0,0,59,59,1,1,1,1,48
0,6,100,45070,17500,0,0,3,0,0,10.8333333333333,8.18181818181818,10.9090909090909,10,20,4.39024390243902,35,3.17880794701987,30,95.8333333333333,29,1,4,7,0,0,0,9,3,0,0,NA,NA,NA,NA,NA,1,1,0,55,NA,1,0,0,1,0
0,6,100,96600,19000,10,2,7,0,0,3.0952380952381,2.90322580645161,3.87096774193548,10,3.87096774193548,5.80645161290323,13.125,1.59468438538206,30,18.5483870967742,5,0,9,1,0,1,0,1,1,0,0,NA,0,NA,NA,NA,1,2,2,67,NA,1,0,0,1,0
0,5,50,234625,51000,7,1,4,0,0,10.8333333333333,2.19512195121951,2.92682926829268,10,7.5,8.57142857142857,13.125,3.96694214876033,22.5,12.5,8,0,0,0,0,0,0,16,11,0,0,0,0,0,NA,NA,1,0,0,52,NA,1,0,0,1,0
1,5,100,121155,10300,0,2,5,0,0,5.90909090909091,2.90322580645161,3.87096774193548,10,10.9090909090909,5.80645161290323,10,3.96694214876033,30,18.5483870967742,0,7,4,8,0,1,0,4,3,0,0,0,0,900,0,1,1,1,0,63,63,1,1,0,1,60
0,6,100,149075,70166.66667,2,2,6,0,4,5.90909090909091,5.625,7.5,10,10.9090909090909,1.97802197802198,10,3.96694214876033,30,35.9375,18,0,13,4,0,0,0,16,4,0,0,1,0,1800,0,0,1,0,1,44,48,1,1,0,1,0
1,6,75,224895,65500,3,1,5,0,0,4.0625,1.47540983606557,1.9672131147541,3.75,5.71428571428571,2.95081967213115,8.07692307692308,3.96694214876033,8.57142857142857,9.42622950819672,3,0,13,5,0,1,0,10,10,0,3,0,0,450,0,0,1,0,1,54,54,1,0,0,1,0
0,5,100,43095,8700,4,0,3,0,0,10.8333333333333,2.90322580645161,3.87096774193548,10,4.61538461538461,5.80645161290323,6.7741935483871,2.65193370165746,11.25,18.5483870967742,13,0,10,0,0,1,0,4,4,0,0,NA,NA,0,NA,NA,1,3,3,68,NA,1,0,0,0,0
1,6,100,188400,2833.333333,0,1,3,0,0,10.8333333333333,1.60714285714286,1.69014084507042,10,2.60869565217391,5.80645161290323,13.125,3.17880794701987,8.57142857142857,9.42622950819672,1,0,0,0,0,1,0,0,1,0,0,0,0,210,0,0,1,0,0,43,43,1,0,0,1,0
1,5,25,47295,34500,0,0,3,1,0,5.90909090909091,2.90322580645161,3.87096774193548,5.45454545454545,5.71428571428571,2.95081967213115,105,1.99170124481328,16.3636363636364,18.5483870967742,3,0,2,0,0,0,0,10,10,0,0,0,0,0,0,1,0,0,0,33,33,1,0,0,1,0
1,5,75,158300,20666.66667,2,1,5,0,0,4.0625,4.28571428571429,5.71428571428571,5.45454545454545,5.71428571428571,2.95081967213115,10,3.17880794701987,16.3636363636364,27.3809523809524,17,0,0,0,0,0,0,1,2,0,0,0,0,900,0,0,1,0,0,63,63,1,1,0,0,0
0,5,100,281425,37000,2,2,4,0,0,5.90909090909091,90,1.9672131147541,2.85714285714286,3.87096774193548,5.80645161290323,6.7741935483871,2.65193370165746,8.57142857142857,12.5,19,6,4,0,1,0,0,9,2,0,0,NA,0,NA,NA,NA,1,1,0,30,NA,1,0,0,1,25
0,5,100,110905,7000,0,1,2,0,0,5.90909090909091,2.90322580645161,3.87096774193548,7.5,3.87096774193548,5.80645161290323,10,2.65193370165746,16.3636363636364,18.5483870967742,5,5,2,5,1,1,0,3,0,0,0,NA,NA,900,0,1,0,0,0,44,53,1,0,0,1,0
0,6,100,61040,20900,8,0,5,0,2,3.0952380952381,2.90322580645161,3.87096774193548,5.45454545454545,3.87096774193548,2.95081967213115,19.0909090909091,2.65193370165746,8.57142857142857,12.5,15,5,0,0,0,0,0,4,3,0,0,NA,0,0,0,NA,1,0,0,58,62,1,0,0,0,0
0,6,100,118760,11000,3,2,3,0,0,10.8333333333333,8.18181818181818,10.9090909090909,3.75,3.87096774193548,5.80645161290323,3.44262295081967,1.59468438538206,30,18.5483870967742,2,5,12,5,0,0,0,14,5,0,0,0,0,1800,0,0,1,1,2,37,50,1,0,0,0,0
1,6,75,108762,60000,4,0,4,0,0,10.8333333333333,4.28571428571429,5.71428571428571,5.45454545454545,10.9090909090909,2.95081967213115,2.95774647887324,2.27488151658768,16.3636363636364,52.2727272727273,8,1,1,0,0,0,0,NA,NA,0,NA,0,0,1800,0,0,0,0,1,60,60,1,1,0,1,0
0,6,75,224895,9100,2,2,5,0,3,10.8333333333333,4.28571428571429,5.71428571428571,5.45454545454545,5.71428571428571,3.52941176470588,6.7741935483871,2.65193370165746,8.57142857142857,18.5483870967742,1,0,10,9,1,0,0,6,3,0,1,0,0,NA,NA,0,1,3,3,32,NA,1,1,0,1,0
0,6,100,142030,60060,8,1,4,0,0,10.8333333333333,4.28571428571429,5.71428571428571,3.75,7.5,5.80645161290323,3.44262295081967,3.96694214876033,16.3636363636364,35.9375,1,0,0,5,0,1,0,8,1,2,0,0,NA,900,0,1,1,0,0,60,60,1,1,0,0,4.5
1,5,100,141525,12500,2,0,3,0,0,10.8333333333333,15,20,10,20,2.95081967213115,35,3.17880794701987,30,95.8333333333333,4,6,0,3,1,0,0,3,2,0,0,0,0,900,0,0,1,0,0,50,50,1,1,0,1,0
0,6,100,161660,70000,4,2,5,0,0,0.984848484848485,2.90322580645161,3.87096774193548,2.85714285714286,7.5,8.57142857142857,6.7741935483871,1.99170124481328,5.80645161290323,9.42622950819672,21,5,0,9,1,0,0,2,2,0,0,0,0,NA,0,0,1,0,0,46,52,1,0,0,1,125
0,5,100,144175,20000,8,0,3,0,0,10.8333333333333,4.28571428571429,5.71428571428571,5.45454545454545,10.9090909090909,5.80645161290323,10,2.65193370165746,16.3636363636364,18.5483870967742,1,0,1,7,0,0,0,4,2,0,0,NA,NA,NA,NA,NA,0,0,1,68,NA,1,1,0,1,0
1,5,100,122462,9000,1,2,4,0,0,2.09677419354839,90,1.9672131147541,1.93548387096774,3.87096774193548,2.95081967213115,10,2.65193370165746,5.80645161290323,18.5483870967742,2,0,9,5,1,1,0,8,0,0,0,0,0,1800,0,1,1,2,2,52,52,1,0,0,1,15
0,5,75,80520,6866.666667,4,0,3,0,0,5.90909090909091,4.28571428571429,5.71428571428571,20,4.61538461538461,3.91304347826087,6.7741935483871,3.17880794701987,8.57142857142857,27.3809523809524,11,0,1,3,1,0,0,10,4,0,0,NA,NA,0,NA,NA,0,0,1,59,NA,0,0,0,1,0
1,6,100,252790,36000,2,0,5,0,0,5.90909090909091,8.18181818181818,10.9090909090909,10,5.71428571428571,8.57142857142857,19.0909090909091,2.65193370165746,16.3636363636364,27.3809523809524,4,0,9,0,0,0,0,6,10,0,0,0,0,900,0,1,1,2,2,55,55,1,1,0,1,0
0,5,100,146859,11900,0,2,7,0,0,3.0952380952381,4.28571428571429,5.71428571428571,10,20,30,70,2.65193370165746,16.3636363636364,4.75206611570248,2,8,8,9,0,0,0,16,11,0,0,3,NA,1200,0,1,1,1,1,48,50,1,1,0,1,0
1,6,50,401065,42000,1,0,6,0,0,3.0952380952381,90,0.991735537190083,10,3.87096774193548,2.95081967213115,13.125,2.65193370165746,8.57142857142857,9.42622950819672,7,9,9,6,1,0,0,4,8,0,8,0,0,900,0,1,1,2,2,54,54,1,1,0,1,130
0,6,75,180650,1083.333333,4,0,2,0,1,10.8333333333333,4.28571428571429,5.71428571428571,5.45454545454545,3.33333333333333,5.80645161290323,1.73553719008264,1.59468438538206,30,6.31868131868132,0,1,4,6,0,0,0,10,0,0,1,0,1,0,1,1,1,1,0,61,65,1,1,0,1,10.64
0,5,100,281950,17633.33333,4,2,3,0,0,5.90909090909091,2.90322580645161,1.31868131868132,5.45454545454545,3.87096774193548,5.80645161290323,4.56521739130435,2.65193370165746,11.25,18.5483870967742,11,5,23,0,1,1,0,8,7,0,0,0,0,1800,0,1,1,1,0,44,50,1,0,0,1,0
0,6,100,216900,40000,2,2,6,0,1,10.8333333333333,3.46153846153846,4.61538461538461,2.85714285714286,5.71428571428571,16.3636363636364,105,2.27488151658768,8.57142857142857,27.3809523809524,2,10,9,8,0,0,0,2,2,0,0,0,NA,NA,NA,NA,1,2,2,63,NA,1,1,0,1,0
0,6,100,164550,14000,3,0,3,0,0,10.8333333333333,2.90322580645161,3.87096774193548,10,3.87096774193548,5.80645161290323,10,1.99170124481328,8.57142857142857,18.5483870967742,9,0,4,1,0,0,0,7,1,0,1,0,0,210,0,1,1,1,0,47,56,1,1,0,1,4
1,6,100,86750,36375,8,1,4,0,0,5.90909090909091,2.90322580645161,3.87096774193548,15,3.87096774193548,5.80645161290323,10,3.96694214876033,30,18.5483870967742,20,5,10,9,0,0,0,10,4,0,1,0,0,0,0,0,1,3,3,71,71,1,0,0,1,180
1,6,75,261500,13166.66667,2,1,5,0,1,5.90909090909091,5.625,7.5,20,5.71428571428571,2.95081967213115,70,2.65193370165746,30,52.2727272727273,13,4,1,0,0,0,0,10,6,0,2,0,1,1800,0,0,0,0,1,34,34,1,1,0,1,0
0,5,50,203725,18000,1,1,4,0,0,4.0625,4.28571428571429,5.71428571428571,3.75,1.9672131147541,2.95081967213115,5.1219512195122,1.99170124481328,11.25,9.42622950819672,4,5,4,0,0,0,0,3,3,0,0,0,0,1800,0,0,1,1,0,47,53,1,0,0,1,0
1,6,100,409485,80000,2,2,10,0,1,21.6666666666667,2.90322580645161,3.87096774193548,1.46341463414634,3.87096774193548,4.39024390243902,13.125,1.99170124481328,8.57142857142857,18.5483870967742,14,7,10,9,1,0,0,7,9,0,1,2,1,900,0,0,1,3,3,44,44,0,1,1,1,21
0,6,75,144550,6200,5,0,4,0,4,3.0952380952381,90,1.9672131147541,2.85714285714286,5.71428571428571,8.57142857142857,10,2.65193370165746,8.57142857142857,22.1153846153846,13,9,1,5,0,0,0,8,5,0,0,NA,0,NA,0,0,0,0,1,55,NA,1,0,0,1,10
1,6,50,198050,8416.666667,3,0,5,0,2,5.90909090909091,2.90322580645161,3.87096774193548,7.5,10.9090909090909,16.3636363636364,13.125,2.65193370165746,16.3636363636364,27.3809523809524,6,0,0,2,0,0,0,4,9,0,0,0,2,70,0,1,1,0,0,67,67,1,1,0,1,70
0,6,75,223150,9100,1,1,4,0,0,7.22222222222222,2.90322580645161,3.87096774193548,5.45454545454545,10.9090909090909,16.3636363636364,35,3.17880794701987,16.3636363636364,52.2727272727273,5,10,2,7,1,0,0,8,4,0,0,0,0,NA,NA,NA,0,0,0,36,NA,1,0,0,1,0
0,5,75,158300,16500,3,1,3,0,0,5.90909090909091,2.90322580645161,3.87096774193548,3.75,1.9672131147541,2.95081967213115,2.30769230769231,1.99170124481328,11.25,9.42622950819672,5,0,1,2,0,0,0,10,2,0,0,0,0,0,0,NA,0,0,1,62,NA,1,0,0,0,0
0,6,100,188400,17000,14,0,6,0,4,21.6666666666667,2.90322580645161,3.87096774193548,5.45454545454545,10.9090909090909,16.3636363636364,13.125,2.65193370165746,16.3636363636364,35.9375,14,5,0,1,0,0,0,5,3,0,0,0,2,900,0,0,1,0,0,60,71,1,1,0,1,0
0,6,100,329020,63000,4,2,5,0,1,10.8333333333333,15,20,20,20,2.95081967213115,23.3333333333333,2.65193370165746,16.3636363636364,27.3809523809524,6,5,9,4,0,1,1,4,4,0,0,0,0,NA,NA,NA,1,2,2,53,NA,1,1,0,1,30
1,6,100,237965,2000,4,2,3,0,1,10.8333333333333,1.60714285714286,1.9672131147541,20,20,5.80645161290323,4.56521739130435,2.65193370165746,45,22.1153846153846,1,7,12,8,0,0,0,10,6,0,0,0,1,1800,1,1,1,1,2,50,50,1,1,1,1,35
1,5,75,86450,28400,1,0,2,0,0,5.90909090909091,4.28571428571429,5.71428571428571,10,10.9090909090909,2.95081967213115,10,2.65193370165746,30,18.5483870967742,2,0,9,0,0,0,0,4,0,0,0,0,0,3600,0,1,1,2,2,57,57,1,0,0,1,0
0,6,100,480415,146000,3,2,10,0,2,5.90909090909091,5,6.66666666666667,3.75,7.5,8.57142857142857,19.0909090909091,2.65193370165746,11.25,52.2727272727273,8,5,9,9,0,0,0,12,4,0,1,NA,0,900,0,0,1,2,2,52,39,1,1,1,1,0
0,6,25,193075,18100,3,0,4,0,0,2.09677419354839,90,1.9672131147541,2.85714285714286,3.87096774193548,1.97802197802198,6.7741935483871,1.99170124481328,5.80645161290323,18.5483870967742,18,0,2,0,1,1,0,8,0,0,0,0,0,600,0,0,0,0,0,50,62,1,0,0,0,30
1,6,100,69110,13950,3,0,3,0,0,5.90909090909091,2.90322580645161,3.87096774193548,10,3.87096774193548,5.80645161290323,2.30769230769231,1.59468438538206,11.25,18.5483870967742,4,0,9,1,0,0,0,4,2,0,0,0,0,0,0,0,1,2,2,71,71,0,1,0,1,0
1,6,100,272475,36333.33333,6,2,10,0,0,5.90909090909091,2.90322580645161,3.87096774193548,2.85714285714286,2.92682926829268,4.39024390243902,19.0909090909091,3.17880794701987,8.57142857142857,22.1153846153846,42,5,9,10,0,0,0,11,10,0,0,0,0,420,0,0,1,2,2,73,73,1,0,0,1,0
1,6,25,516895,177916.6667,2,2,10,0,0,2.09677419354839,5.625,7.5,10,2.92682926829268,3.91304347826087,2.30769230769231,2.65193370165746,30,31.9444444444444,24,0,1,3,0,1,0,10,9,0,0,0,0,3600,0,0,0,0,1,61,61,0,0,0,1,78
1,6,75,381220,56000,1,2,7,0,0,3.0952380952381,4.28571428571429,5.71428571428571,10,20,2.95081967213115,2.95774647887324,2.65193370165746,30,18.5483870967742,45,5,1,7,1,1,1,9,4,0,0,0,0,900,1,1,0,0,1,80,78,1,1,0,1,500
0,6,100,245725,31000,2,1,8,0,4,21.6666666666667,5.625,7.5,20,7.5,5.80645161290323,19.0909090909091,2.65193370165746,30,95.8333333333333,30,0,9,7,0,0,0,10,4,0,0,0,2,900,0,1,1,2,2,59,72,1,1,0,1,45
0,6,25,184170,18666.66667,0,0,6,0,3,3.0952380952381,1.47540983606557,1.9672131147541,5.45454545454545,3.87096774193548,2.22222222222222,6.7741935483871,2.27488151658768,16.3636363636364,9.42622950819672,1,3,9,0,1,0,0,8,1,0,8,0,1,600,0,1,1,2,2,36,42,1,1,0,0,15
0,6,100,239080,40000,6,0,5,0,2,4.0625,1.47540983606557,1.9672131147541,5.45454545454545,5.71428571428571,1.97802197802198,0.995260663507109,1.99170124481328,16.3636363636364,9.42622950819672,0,0,9,5,0,1,0,10,6,0,0,0,1,3600,0,1,1,2,2,58,59,1,0,0,1,0
