id,religion,skilledWork,religiousEducationMuslim,religiousEducationFromSchool,religiousEducationFromReligiousLeader,religiousEducationFromFamily,religiousEducationFromTemple,religiousEducationFromNoOne,religiousEducationFromRelatives,religiousEducationNeverLearned,religiousEducationFromOthers,religiousEducationReadReligiousText,religiousEducationReadTextLevel,religiousEducationReadTextBangla,religiousEducationReadTextSanskrit,religiousEducationReciteText,religiousEducationMemorizeTextLevel,religiousEducationGoneOnUmrah,religiousEducationGoneOnHajj,religiousEducationNumberFamilyUmrah,religiousEducationNumberFamilyHajj,religiousEducationReadOtherHolyBooks,religiousEducationGoneOnPilgrimageIndia,religiousEducationGoneToHolyPlaces,religiousEducationNumberPilgrimageIndia,religiousEducationNumberHolyPlaces,assetPrimaryResidence,assetOwnHouse,assetInheritHouse,assetNumberOfHousesOwned,assetPrimaryResidenceAge,assetPrimaryResidenceRooms,assetPrimaryResidenceRoof,assetPrimaryResidenceRoofOther,assetPrimaryResidenceWall,assetPrimaryResidenceWallOther,assetPrimaryResidenceFloor,assetPrimaryResidenceFloorOther,assetPrimaryResidenceFuel,assetPrimaryResidenceToiletType,assetPrimaryResidenceToiletOwnShared,assetElectricity,assetElectricityYears,assetChargerLight,assetChargerLightNumber,assetElectricFan,assetElectricFanNumber,assetElectricLight,assetElectricLightDegree,assetSolarPanel,assetSolarPanelSize,assetGenerator,assetGeneratorNumber,assetTelevision,assetTelevisionNumber,assetFridge,assetFridgeNumber,assetQuilt,assetQuiltNumber,assetMattress,assetMattressNumber,assetCot,assetCotNumber,assetChair,assetChairNumber,assetSofa,assetSofaNumber,assetSofaSet,assetSofaSetNumber,assetRack,assetRackNumber,assetCabinet,assetCabinetNumber,assetTable,assetTableNumber,assetDressingTable,assetDressingTableNumber,assetCookingPotsDegree,assetChickenDucks,assetChickenDucksNumber,assetGoats,assetGoatsNumber,assetCowsOxen,assetCowsOxenNumber,assetRickshaw,assetRickshawNumber,assetAutorickshaw,assetAutorickshawNumber,assetBicycle,assetBicycleNumber,assetMotorcycle,assetMotorcycleNumber,assetCNGTomTom,assetCNGTomTomNumber,assetBoat,assetBoatEngine,assetShop,assetShopSize,assetTractor,assetTractorNumber,assetTubeWell,assetTubeWellOwn,assetDeepTubewell,assetPond,assetPondSize,assetPondOwn,assetMobilePhone,assetMobilePhoneNumber,assetSmartphone,assetSmartphoneNumber,assetComputer,assetComputerNumber,notesHouseholdAssets,notesFoodSecurity,FoodSecurity,landOwnedHouseAmount,landOwnedFarmAmount,landOwnedUnit,landInheritanceHusband,landInheritanceHusbandLater,landInheritanceRespondent,landPurchasedHusband,landPurchasedRespondent,foodSourceChildhood,foodSourceNow,notesLandInheritance,landPurchasedHusbandNA,landInheritanceHusbandNA,landInheritanceRespondentLater,landInheritanceRespondentNA,landPurchasedRespondentNA,WEALTH_TOTAL_VAL,familyBariSocialClassAfter,MacArthurLadderPresent,MacArthurLadderPast,id_Questionaire,id,gender,relationToRespondent,incomeTotalMonthly,incomeYearlyCrops,incomeMonthlyRentsInvestments,incomeMonthlyPension,remittance,incomeMonthlyRemittance,id_Questionaire,NoInHH,hh_income,HHInc_per_cap,,correlations
7491890B-ACF4-9146-A152-AA22AFA295DD,ISLAM,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,5,1,,,25,2,3,,3,,2,,2,3,shared,1,,1,,1,,1,,,,,,1,1,1,1,1,2,1,2,1,2,,,,,,,1,1,,,1,1,,,average,,,,,,,,,,,,,,,,,,,,,,,1,shared,,,,,1,1,,,,,,,2,1,0,1,,,1,,,all from bazar,all from bazar,,,,,,,103437,2,2,1,7491890B-ACF4-9146-A152-AA22AFA295DD,19A98ED2-5753-B94A-9049-1869EAE6B3E7,F,Respondent,,,5000,,Yes,1000,7491890B-ACF4-9146-A152-AA22AFA295DD,4,NA,,,
74C15037-F0AE-2D4B-A5A0-134954F93E4C,Islam,,1,,1,1,,,,,,,,,,,,,,1,1,,,,,,1,1,,1,21,3,3,,3,,1,,1,3,own,1,12,1,1,1,3,1,less,,,,,1,1,1,1,1,3,1,3,1,2,1,6,,,,,1,1,1,2,1,1,,,less,1,3,,,1,1,,,,,,,,,,,1,non-engine,,,,,1,own,,,,,1,2,,,,,,,3,0,0,,,,,,,25 percent from own work,all from bazar,,,,,,,242770,2,3,2,74C15037-F0AE-2D4B-A5A0-134954F93E4C,009F5CD3-8173-8F4B-AC5B-C3D879A408AF,F,Respondent,0,0,0,0,No,0,74C15037-F0AE-2D4B-A5A0-134954F93E4C,9,3600,400,,
74C22653-1AEB-C14F-9E2D-EAC9F9A76932,ISLAM,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,1,1,1,1,200,2,3,,3,,1,,1,3,shared,1,8,1,1,1,1,1,less,,,,,,,,,1,1,1,1,1,2,1,4,,,,,1,1,1,1,1,1,,,less,,,,,,,,,,,,,,,,,,,,,,,1,shared,,1,L,shared,1,1,,,,,,,1,2,15,1,1,,,,,25 percent from own work,50 percent from own work,,,,1,,,80655,2,3,1,74C22653-1AEB-C14F-9E2D-EAC9F9A76932,7C22DCEF-7BBC-0B40-943D-97C61B3714FB,F,Respondent,0,0,0,0,No,0,74C22653-1AEB-C14F-9E2D-EAC9F9A76932,5,21000,4200,,
74F422A9-B875-C24D-839D-E4D849EA9B24,Islam,,1,,1,,,,,,,,,,,,,,,1,0,,,,,,1,1,,1,12,3,3,,3,,1,,1,3,shared,1,12,1,2,1,2,1,less,,,,,,,,,1,3,1,2,1,2,,,,,,,1,1,,,1,1,,,average,,,,,,,,,,,1,1,,,,,,,,,,,1,shared,,1,L,shared,1,1,1,1,,,,,2,0,0,,,,1,,,25 percent from own work,25 percent from own work,,,,,,,117800,2,2,3,74F422A9-B875-C24D-839D-E4D849EA9B24,A77DE9B0-4B06-4048-BDE3-F2944B166297,F,Respondent,0,35000,0,0,No,0,74F422A9-B875-C24D-839D-E4D849EA9B24,6,12000,2000,,
7551BD37-ED5C-A54D-846C-850818793D8F,ISLAM,,1,,1,1,,,,,,1,,,,,,,,0,0,,,,,,1,1,,1,200,5,3,,3,,1,,1,3,own,1,20,1,1,1,3,1,average,1,S,,,1,1,,,1,2,1,2,1,4,1,1,,,,,1,1,1,1,1,1,,,average,1,3,,,,,,,,,,,,,,,,,,,,,1,own,,1,L,shared,1,1,,,,,,,2,8,0,1,,,1,,,all from bazar,all from bazar,,,,,,,154180,2,3,5,7551BD37-ED5C-A54D-846C-850818793D8F,EF0B5C75-4B61-0243-BED2-C2D405B4BCCA,F,Respondent,0,0,0,0,No,0,7551BD37-ED5C-A54D-846C-850818793D8F,6,8000,1333.333333,,
759423F1-1C2F-5A4D-9E90-7E49492BF069,ISLAM,1,1,,1,,,,,,,,,,,,,,,0,0,,,,,,1,1,1,1,500,3,3,,3,,1,,1,3,own,1,17,,,1,3,1,average,,,,,,,,,1,3,1,2,1,3,1,6,,,,,1,1,1,1,1,1,,1,average,1,4,,,,,,,,,,,,,,,,,,,,,1,own,,1,M,shared,1,2,,,,,,,2,7,12.5,1,1,,,,1,all from own work,all from bazar,,,,,,,122750,2,8,6,759423F1-1C2F-5A4D-9E90-7E49492BF069,71809FCE-6CD1-5546-9AE8-B73708AE0E7D,F,Respondent,300,0,0,0,No,,759423F1-1C2F-5A4D-9E90-7E49492BF069,15,NA,,,
75C20D19-87F9-984F-99C9-72C261418CCB,ISLAM,,1,,1,,,,,,,1,Can,,,,,,,0,0,,,,,,1,1,1,1,30,9,3,,3,,2,,1,2,own,1,22,1,3,1,6,1,average,,,,,,,1,1,1,8,1,6,1,6,1,4,,,,,1,3,1,6,1,2,1,1,average,1,16,,,1,1,,,,,,,,,,,1,non-engine,,own,,,1,,,1,M,own,1,4,1,1,,,,,1,5,10,3,1,,1,1,,75 percent from own work,75 percent from own work,,,,,,,516895,2,8,5,75C20D19-87F9-984F-99C9-72C261418CCB,F7657DAF-6CF5-0146-A95E-2D279DF8D07E,F,Respondent,,,,,No,,75C20D19-87F9-984F-99C9-72C261418CCB,11,NA,,,
75D634B9-1455-CD43-92B3-B2DA516DFFFA,ISLAM,,1,,1,,,,,,,1,Can,,,,,,,0,1,,,,,,1,1,1,1,50,3,3,,3,,3,,1,3,own,1,1,,,1,2,1,less,,,,,,,,,1,3,1,3,1,3,1,2,,,,,1,1,,,1,1,,,less,1,4,,,,,,,,,,,1,1,,,,,,,,,1,own,,,,,1,1,,,,,,,1,32,6,1,1,,1,1,,75 percent from own work,25 percent from own work,,,,,,,235820,2,6,5,75D634B9-1455-CD43-92B3-B2DA516DFFFA,43A332A9-4754-2740-857B-D261568C6586,F,Respondent,0,0,0,0,Yes,1000,75D634B9-1455-CD43-92B3-B2DA516DFFFA,12,85000,7083.333333,,
75F9ADE5-CEAB-D946-8127-D29E005FBF5E,ISLAM,1,1,,1,,,,,,,1,Can,,,,NA,,,4,1,,,,,,1,1,1,1,200,6,2,,2,,2,,1,2,own,1,50,1,2,1,3,1,average,1,M,,,1,1,1,1,1,5,1,3,1,4,1,6,1,,,1,1,1,1,3,1,2,1,1,more,,,,,,,,,,,,,,,,,,,1,M,,,1,own,,1,L,own,1,2,1,1,,,,,1,5,6,1,1,,1,,1,75 percent from own work,all from bazar,,,,,,,416250,2,5,6,75F9ADE5-CEAB-D946-8127-D29E005FBF5E,D5278706-78A1-DA42-BEBC-3CE5D8AD9760,F,Respondent,,,,,No,0,75F9ADE5-CEAB-D946-8127-D29E005FBF5E,13,NA,,,
762BFAC6-B90E-B847-9A91-BED39277A9E6,Hindu,,,,,1,,,,,,1,Can,1,,1,Little,,,,,1,,,3,0,1,1,,1,100,3,3,,3,,1,,1,3,own,1,20,1,1,1,3,1,average,,,,,1,1,,,1,2,1,2,1,2,1,2,,,,,1,1,1,2,1,1,,,average,,,,,,1,,,,,,,,,,,,,,,,,1,own,,1,M,shared,1,1,1,2,,,,,1,20,0,1,1,,,,,50 percent from own work,all from bazar,,,,,,,183425,2,6,4,762BFAC6-B90E-B847-9A91-BED39277A9E6,B22C9D80-2120-F548-8C5E-39D83C570A39,F,Respondent,0,0,0,0,No,0,762BFAC6-B90E-B847-9A91-BED39277A9E6,9,NA,,,
76675CE4-9286-5947-BEA8-394F00AECB88,ISLAM,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,1,1,1,1,200,3,3,,3,,1,,1,3,own,1,12,1,2,1,2,1,average,,,,,,,,,1,2,1,2,1,3,1,2,,,,,1,1,1,1,1,1,,,average,1,6,,,,,,,,,,,,,,,1,non-engine,,,,,1,own,,1,M,shared,1,1,1,1,1,1,,,2,0,0,0,1,,,,,all from own work,75 percent from own work,,,,,,,169850,2,4,5,76675CE4-9286-5947-BEA8-394F00AECB88,C07F2DDF-EDD0-A74C-BFF7-DC6603993E06,F,Respondent,0,0,0,0,No,0,76675CE4-9286-5947-BEA8-394F00AECB88,8,0,0,,
769EA04E-25E7-AA43-93D2-4EF08A7694CB,Islam,,1,,1,1,,,,,,1,Can,,,,,,,0,0,,,,,,2,,,1,17,3,3,,3,,1,,1,2,own,1,16,,,1,2,,less,,,,,,,,,1,2,1,1,1,3,1,3,,,,,1,1,1,2,,,,,average,1,3,,,,,,,,,,,,,,,,,,own,,,1,,,,,,1,1,,,,,,,3,4,,5,,,,,,all from own work,25 percent from own work,,,,,,,131025,2,4,3,769EA04E-25E7-AA43-93D2-4EF08A7694CB,695027FF-46DE-4948-9693-E6A57F3602E4,F,Respondent,,,,500,No,,769EA04E-25E7-AA43-93D2-4EF08A7694CB,6,NA,,,
76A8E79B-B1F3-3944-B0B4-5A757FB289F6,Hindu,,,,,1,,,,,,1,Can,1,,,Nothing,,,,,1,,,3,1,1,1,,1,20,2,3,,3,,1,,1,3,own,1,2,1,1,1,2,1,average,,,,,1,1,1,1,1,2,1,1,1,2,1,4,,,,,,,1,1,,,,,average,,,,,,,,,,,,,,,,,,,1,S,,,,,,,,,1,1,,,,,,,1,2,0,1,1,,,,,all from bazar,all from bazar,,,,,,,144305,2,2,1,76A8E79B-B1F3-3944-B0B4-5A757FB289F6,35ABC4FF-4814-5F47-A558-2BC168EE4246,F,Respondent,0,0,0,0,No,0,76A8E79B-B1F3-3944-B0B4-5A757FB289F6,4,15000,3750,,
76C4C138-9B9A-3D4D-8961-D049E20C6855,ISLAM,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,1,1,1,1,25,2,3,,3,,1,,1,3,own,1,15,1,1,1,2,1,average,,,,,,,,,1,2,1,2,1,2,1,2,,,,,1,1,1,1,1,1,,,average,,,,,,,,,,,,,,,,,,,,,,,1,own,,,,,1,1,1,1,,,,,3,12,0,1,1,,,,,75 percent from own work,all from bazar,,,,,,,112105,2,6,4,76C4C138-9B9A-3D4D-8961-D049E20C6855,2854CF1B-37F9-7C45-A65E-7E34DD68C03A,F,Respondent,0,0,0,0,No,0,76C4C138-9B9A-3D4D-8961-D049E20C6855,9,9500,1055.555556,,
76E1D4C1-9A78-9C4C-B8E4-17CE217630C0,Islam,,1,,1,,,,,,,1,Can,,,,,,,1,1,,,,,,1,1,1,2,17,5,3,,3,,2,,1,3,own,1,4,1,2,1,2,1,average,1,,,,1,1,1,1,1,6,1,3,1,3,1,4,,,,,1,1,1,3,1,1,,,average,1,4,,,,,,,,,,,,,,,,,,,,,1,own,,1,M,own,1,1,1,2,,,,,1,15,0,1,1,,,1,,50 percent from own work,all from bazar,,,,,,,360540,2,4,5,76E1D4C1-9A78-9C4C-B8E4-17CE217630C0,800F00EE-8D72-2943-8CD9-F731491B6A7B,F,Respondent,0,0,0,0,Yes,35000,76E1D4C1-9A78-9C4C-B8E4-17CE217630C0,11,0,0,,
773308CA-79E5-2B48-8BC0-5C6AE06B48E5,ISLAM,,1,,1,,,,,,,1,Can,,,,,,,0,0,,,,,,1,1,,1,35,3,3,,3,,1,,1,3,own,1,34,1,2,1,3,1,average,,,,,,,,,1,4,1,3,1,3,,,,,,,1,1,1,1,1,2,,,average,1,5,,,,,,,,,,,,,,,,,,,1,1,1,own,,1,L,shared,1,2,1,1,,,,,1,6,2,1,1,,,1,,75 percent from own work,75 percent from own work,,,,,,,259425,2,5,3,773308CA-79E5-2B48-8BC0-5C6AE06B48E5,D6F61560-5FA9-8A42-A26A-36C481AF5E32,F,Respondent,0,0,0,0,No,0,773308CA-79E5-2B48-8BC0-5C6AE06B48E5,9,40000,4444.444444,,
77486488-4106-BC44-859B-C649F41F8F49,HINDU,,,,1,1,,,,,,,,,,,,,,,,,,,4,0,1,,,1,100,4,3,,3,,1,,1,3,shared,1,14,1,2,1,3,1,average,,,,,1,1,1,1,1,4,1,2,1,3,1,4,,,,,1,1,1,1,1,1,1,1,average,1,4,,,,,,,,,,,,,,,,,,own,,,1,,1,,,,1,2,1,1,,,,,1,0,28,1,,,1,,,all from own work,25 percent from own work,,,,,,,192740,2,3,2,77486488-4106-BC44-859B-C649F41F8F49,EA82F002-AAFE-E84C-9F15-102F20FC23B0,F,Respondent,,,,,No,,77486488-4106-BC44-859B-C649F41F8F49,14,NA,,,
774F325F-5F08-D943-9B5C-92D4EF49A121,Islam,,1,,1,,,,,,,1,Can,,,,,,,2,0,,,,,,1,1,,1,11,4,3,,3,,1,,1,3,own,1,2,1,1,1,3,1,average,1,M,,,,,,,1,4,1,3,1,3,1,2,,,,,1,1,1,1,1,1,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,,,,,1,3,15,1,1,,,1,,75 percent from own work,50 percent from own work,,,,,,,167070,2,4,6,774F325F-5F08-D943-9B5C-92D4EF49A121,B289BA23-FE6D-014A-9867-701FCA966228,F,Respondent,0,0,0,0,Yes,7000,774F325F-5F08-D943-9B5C-92D4EF49A121,8,0,0,,
775D7CCC-8C29-024A-AA66-F2764C440A22,Islam,,1,,1,,,,,,,1,Can,,,1,Little,,,0,0,,,,,,1,1,1,1,30,4,3,,3,,1,,1,3,own,1,16,1,2,1,3,1,average,,,,,,,1,1,1,4,1,5,1,3,1,5,,,,,1,1,1,2,1,2,1,1,average,1,2,,,,,,,,,,,,,,,1,non-engine,1,M,,,1,own,,,,,1,3,1,2,,,,,1,8,28,1,1,,1,1,,75 percent from own work,50 percent from own work,,,,,,,277470,3,5,3,775D7CCC-8C29-024A-AA66-F2764C440A22,29D3E933-369C-4540-9BB8-06C8FF34C33C,F,Respondent,0,0,0,0,No,0,775D7CCC-8C29-024A-AA66-F2764C440A22,12,40000,3333.333333,,
77B847D7-C6D0-CD44-BBE2-CF6682ED4939,HINDU,,,,,1,,,,,,,,,,,,,,,,,,,2,2,1,1,,1,200,3,3,,3,,2,,1,3,own,1,40,1,3,1,3,1,average,,,,,1,1,1,1,1,8,1,3,1,3,1,3,1,,,5,1,1,1,3,1,2,1,1,more,1,5,,,,,,,,,,,,,,,1,non-engine,,,,,1,own,,,,,1,2,1,2,,,,,1,4,33,1,1,,,1,,all from own work,50 percent from own work,,,,,,,385750,3,5,3,77B847D7-C6D0-CD44-BBE2-CF6682ED4939,00DE9822-41F5-DF41-800C-05960DFFCA60,F,Respondent,0,0,0,0,No,0,77B847D7-C6D0-CD44-BBE2-CF6682ED4939,14,20000,1428.571429,,
77DFF5CC-8A1D-224B-B520-E27BA9FD7C4C,Islam,1,1,,1,,,,,,,1,Can,,,,,,,0,0,,,,,,1,1,,1,6,3,3,,3,,1,,1,3,own,,,1,1,,,1,less,1,S,,,,,,,1,2,1,2,1,2,,,,,,,1,1,1,1,,,,,less,,,,,1,1,,,,,,,,,,,1,non-engine,,,,,,,,,,,1,1,,,,,,,2,4,0,1,1,,,,,all from bazar,all from bazar,,,,,,,162095,2,3,1,77DFF5CC-8A1D-224B-B520-E27BA9FD7C4C,62E7F31B-2826-0F47-B3D4-C22FDDBE3BF4,F,Respondent,,,,,Yes,1500,77DFF5CC-8A1D-224B-B520-E27BA9FD7C4C,6,NA,,,
7804F002-2A9B-BF4A-8F86-D420B0A3ADCC,ISLAM,1,1,,1,,,,,,,1,Can,,,,,,,1,1,,,,,,1,1,,1,24,1,3,,3,,3,,2,3,shared,1,24,1,1,1,1,1,less,,,,,,,1,1,1,2,1,1,1,1,,,,,,,,,1,1,,,,,average,,,,,,,,,,,,,,,,,,,,,,,1,shared,,1,S,shared,1,1,,,,,,,2,0,0,,,,,,,25 percent from own work,all from bazar,,,,,,,98885,2,4,4,7804F002-2A9B-BF4A-8F86-D420B0A3ADCC,EF9F36DA-87F7-9743-B7D2-A66B5CFABAAE,F,Respondent,,,,,No,,7804F002-2A9B-BF4A-8F86-D420B0A3ADCC,5,NA,,,
7813A53D-B47B-244D-BF5A-62AF4D3065DE,Islam,1,1,,1,1,,,,,,1,Can,,,,,,,1,0,,,,,,1,1,,1,100,2,3,,3,,1,,1,2,,1,16,1,2,1,2,1,average,,,,,,,,,1,2,1,2,1,2,1,2,,,,,1,1,1,1,,,,,average,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,M,shared,1,1,,,,,,,1,2.5,6,5,,,,,,25 percent from own work,all from bazar,,,,,,,99260,2,4,3,7813A53D-B47B-244D-BF5A-62AF4D3065DE,95768FAD-045D-8644-8DEF-5059D723AE48,F,Respondent,0,0,0,0,Yes,5000,7813A53D-B47B-244D-BF5A-62AF4D3065DE,8,14000,1750,,
785F4286-2D50-AE47-9B5A-40A8FBF7125C,ISLAM,,1,,,1,,,,,,1,Can,,,,,,,0,2,,,,,,1,1,,2,65,3,3,,2,,2,,2,2,own,1,50,1,1,1,2,1,average,1,M,,,1,1,1,1,1,3,1,2,1,2,1,5,1,1,,,1,1,1,2,1,2,,,average,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,1,2,,,,,,1,0,4,1,,,1,,all from bazar,all from bazar,,,,,,,345725,2,6,4,785F4286-2D50-AE47-9B5A-40A8FBF7125C,0D060C39-1906-8D46-87CA-BBDCB2F37666,F,Respondent,28000,,,,No,,785F4286-2D50-AE47-9B5A-40A8FBF7125C,4,NA,,,
78DFCDE7-D63D-6E47-96BB-CF0C041120BF,ISLAM,,1,,,1,,,,,,,,,,,,,,0,0,,,,,,1,1,1,1,0,3,3,,3,,1,,1,2,own,1,5,,,1,3,1,less,1,,,,,,1,1,1,4,1,3,1,3,1,2,,,,,1,1,1,1,1,1,,,average,,,,,1,1,,,,,,,,,,,,,,own,,,1,,,1,S,shared,1,2,,,,,,,1,0,5,5,1,,,,1,50 percent from own work,25 percent from own work,,,,,,,223150,2,4,3,78DFCDE7-D63D-6E47-96BB-CF0C041120BF,F88F78AD-640C-8F41-9B97-A373A21489DB,F,Respondent,,,,,No,,78DFCDE7-D63D-6E47-96BB-CF0C041120BF,12,NA,,,
793320EC-5537-B941-B69E-56328ED20CDB,Islam,1,1,,1,1,,,,,,1,Can,,,,,,,0,0,,,,,,1,1,1,1,14,4,3,,3,,2,,1,3,own,1,6,1,1,1,1,1,average,,,,,1,1,,,1,7,1,3,1,3,1,10,1,,,1,1,1,1,2,1,2,,,average,,,,,,,,,,,,,,,,,,,,own,,,1,,,1,L,own,1,2,1,2,,,,,1,55,0,1,,,1,,,all from bazar,all from bazar,,,,,,,298245,2,5,6,793320EC-5537-B941-B69E-56328ED20CDB,A686FA0F-7CFE-EC41-9436-FF8157729633,F,Respondent,,,,,No,,793320EC-5537-B941-B69E-56328ED20CDB,7,NA,,,
79358D09-8C80-7C40-B1C5-AB364F6C1D6A,Islam,,1,,1,,,,,,,1,Can,,,,,,,0,0,,,,,,1,1,1,1,100,2,3,,3,,1,,1,3,own,1,40,1,1,1,2,1,less,,,,,,,,,1,3,1,2,1,2,,,,,,,,,1,1,1,1,,,less,1,9,,,1,1,,,,,,,,,,,,,,,,,1,own,,,,,1,1,,,,,,,2,6,24,1,1,,1,1,1,all from bazar,75 percent from own work,,,,,,,110180,2,4,2,79358D09-8C80-7C40-B1C5-AB364F6C1D6A,1266F247-0231-5B4E-A11A-937E29ECCC00,F,Respondent,0,0,0,0,No,0,79358D09-8C80-7C40-B1C5-AB364F6C1D6A,5,0,0,,
794C1868-28FD-B249-AA51-DEB30EFAAF57,ISLAM,1,1,,1,1,,,,,,1,Can,,,,,,,0,0,,,,,,1,,,1,100,1,3,,3,,1,,1,3,shared,1,10,1,1,1,1,1,less,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,average,1,2,,,,,,,,,,,,,,,1,non-engine,,,,,1,shared,,1,L,shared,1,2,,,,,,,1,0,0,0,,,1,,,all from bazar,all from bazar,,,,,,,59595,2,2,3,794C1868-28FD-B249-AA51-DEB30EFAAF57,1477303C-1672-5A49-A8E2-3018CC89CCD5,F,Respondent,0,0,0,0,Yes,500,794C1868-28FD-B249-AA51-DEB30EFAAF57,4,5000,1250,,
79634D8B-3727-5B41-868B-56CB09C68B54,ISLAM,,1,,1,1,,,,,,1,Can,,,,,,,0,0,,,,,,2,,1,1,0,2,3,,3,,1,,1,2,shared,1,12,1,1,1,2,1,less,,,,,,,,,1,2,1,2,1,2,,,,,,,,,,,1,1,,,less,1,5,,,,,,,,,,,,,,,,,,,,,1,shared,,1,M,shared,1,1,,,,,,,4,0,0,0,,,,,,all from bazar,all from bazar,,,,,,,86220,2,3,4,79634D8B-3727-5B41-868B-56CB09C68B54,77843A77-F12D-E847-9676-2C776506FC7C,F,Respondent,0,0,0,0,Yes,1000,79634D8B-3727-5B41-868B-56CB09C68B54,6,15000,2500,,
799B0152-F334-AF4F-A160-34CAFD1F0501,ISLAM,1,1,,1,,,,,,,1,Can,,,,,,,5,4,,,,,,1,1,1,2,4,4,2,,2,,2,,1,2,own,,,1,1,1,2,1,average,1,L,,,,,,,1,12,1,4,1,4,1,6,,,,5,,,1,6,1,2,1,1,more,,,,,,,,,,,,,,,,,,,,own,,,1,,1,1,M,own,1,2,1,3,,,,,1,38,0,1,1,,1,,,75 percent from own work,all from bazar,,,,,,,619975,3,7,6,799B0152-F334-AF4F-A160-34CAFD1F0501,A64FF61D-12EF-4642-B5CD-8B99B7EB506F,F,Respondent,0,0,0,0,Yes,10000,799B0152-F334-AF4F-A160-34CAFD1F0501,11,50000,4545.454545,,
79AF60A9-321F-7A4B-BA2E-E555F02173B3,ISLAM,,1,,1,,,,,,,,,,,,,,,0,1,,,,,,1,1,1,2,80,4,3,,3,,1,,1,3,own,1,13,1,1,1,4,1,average,,,,,1,1,1,1,1,4,1,3,1,3,1,3,,,,,1,2,1,1,1,1,,,average,1,4,1,1,1,2,,,,,,,,,,,,,,,,,,,,1,S,own,1,2,,,,,,,1,20,120,1,1,,,1,,all from bazar,75 percent from own work,,,,1,,,320345,2,6,4,79AF60A9-321F-7A4B-BA2E-E555F02173B3,5CD4270F-4DDA-3146-BBF5-D80AC8F064CE,F,Respondent,0,0,0,0,No,0,79AF60A9-321F-7A4B-BA2E-E555F02173B3,11,10000,909.0909091,,
79D58C76-575C-B442-9E85-9CFCFD4B3548,ISLAM,,1,,1,,,,,,,1,Can,,,,,1,,2,0,,,,,,1,1,1,1,0,2,3,,3,,1,,1,3,shared,1,2,1,1,1,2,1,average,,,,,1,1,,,1,5,1,2,1,2,,,,,,,1,1,1,2,1,1,1,1,average,,,1,1,1,1,,,,,,,,,,,,,1,M,,,1,own,,1,M,shared,1,1,1,1,,,,,2,0,0,0,1,,1,,,all from own work,all from bazar,,,,,,,199325,2,8,5,79D58C76-575C-B442-9E85-9CFCFD4B3548,DA911BA0-2F08-4245-BE6A-573ACA955243,F,Respondent,0,0,0,0,No,0,79D58C76-575C-B442-9E85-9CFCFD4B3548,6,20000,3333.333333,,
79F88899-C5B9-AE4B-AD85-C0397BBEF44F,ISLAM,,1,,1,1,,,,,,1,Can,,,,,,,6,2,,,,,,1,1,,3,30,3,2,,2,,2,,2,2,own,1,30,1,1,1,4,1,average,1,M,,,1,1,1,2,1,5,1,4,1,4,1,2,1,0,,1,1,1,1,2,1,1,1,1,average,1,2,,,,,,,,,,,,,,,,,1,M,,,,,1,,,,1,3,1,1,1,1,,,1,4,0,1,,,,1,,50 percent from own work,all from bazar,,,,,,,507975,2,6,4,79F88899-C5B9-AE4B-AD85-C0397BBEF44F,62E8AB68-51BD-F14E-875D-B0D06CFF9CA9,F,Respondent,,,7700,,Yes,50000,79F88899-C5B9-AE4B-AD85-C0397BBEF44F,6,NA,,,
7A7852C1-DF1D-7340-A201-77176D45330D,ISLAM,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,1,1,1,2,25,3,3,,3,,1,,1,3,own,,,,,,,1,less,1,S,,,,,,,1,5,1,2,1,2,1,4,,,,,1,1,1,2,1,1,,,average,1,5,1,3,1,2,,,,,,,,,,,,,,,,,1,own,,,,,1,1,1,1,,,,,1,80,0,1,,,1,1,,all from bazar,50 percent from own work,,,,,,,273275,2,6,3,7A7852C1-DF1D-7340-A201-77176D45330D,C1CB13D9-1A67-E14D-BCD4-6B7A51E51AAE,F,Respondent,0,0,0,0,No,0,7A7852C1-DF1D-7340-A201-77176D45330D,11,77000,7000,,
7AB49FCA-DCC1-4747-9289-392999039620,Islam,,1,,1,1,,,,,,,,,,,,,,0,0,,,,,,1,1,,1,150,3,3,,3,,1,,1,3,own,1,7,1,1,1,3,1,average,,,,,,,,,1,4,1,3,1,3,1,4,,,,,1,1,1,1,1,1,,,average,1,4,,,,,,,,,,,,,,,,,,,,,1,own,,,,,1,1,1,2,,,,,2,3,35,1,,,,,,all from bazar,all from bazar,,,,,,,141525,2,3,5,7AB49FCA-DCC1-4747-9289-392999039620,1A12A021-B29A-6747-AABB-55949E22B248,F,Respondent,,,,,No,,7AB49FCA-DCC1-4747-9289-392999039620,10,NA,,,
