id,idhusband,interviewDate,notesRecord,HusbandAge,notesOccupation,foodSourceChildhood,foodSourceNow,skilledWork,skilledWorkWhich,skilledWorkLearnedFromParent,skilledWorkLearnedFromRelative,skilledWorkLearnedFromFriend,skilledWorkLearnedFromApprenticeship,skilledWorkLearnedFromSchool,skilledWorkLearnedFromSelf,skilledWorkLearnedFromOther,skilledWorkLearnedYears,skilledWorkLearnedMonths,skilledWorkLearnedDays,skilledWorkTeaching,skilledWorkTeachingChildren,skilledWorkTeachingRelatives,skilledWorkTeachingFriends,skilledWorkTeachingApprentice,skilledWorkTeachingOther,skilledWorkTeachingYears,skilledWorkTeachingMonths,skilledWorkTeachingDays,notesSkills,religiousEducationMuslim,religiousEducationFromSchool,religiousEducationFromReligiousLeader,religiousEducationFromFamily,religiousEducationFromTemple,religiousEducationFromNoOne,religiousEducationFromRelatives,religiousEducationNeverLearned,religiousEducationFromOthers,religiousEducationReadReligiousText,religiousEducationReadTextLevel,religiousEducationReadTextBangla,religiousEducationReadTextSanskrit,religiousEducationReciteText,religiousEducationMemorizeTextLevel,religiousEducationGoneOnUmrah,religiousEducationGoneOnHajj,religiousEducationNumberFamilyUmrah,religiousEducationNumberFamilyHajj,religiousEducationReadOtherHolyBooks,religiousEducationGoneOnPilgrimageIndia,religiousEducationGoneToHolyPlaces,religiousEducationNumberPilgrimageIndia,religiousEducationNumberHolyPlaces,notesReligiousEducation,respondentDhakaVisit,respondentBangladeshVisit,respondentAbroadVisit,MacArthurLadderPresent,MacArthurLadderPast,MacArthurLadderTelephonePresent,MacArthurLadderTelephonePast,listenRadio,watchTVMinutes,watchTVHours,watchTVPer,useInternet,notesMarketIntegration,perceptionRiskEconomy,perceptionRiskJobs,perceptionRiskChildrenSick,perceptionRiskAdultsSick,perceptionRiskChildrenDie,perceptionRiskAdultsDie,perceptionRiskYoungerAdultsDie,perceptionRiskOlderAdultsDie,perceptionRiskPeopleLive,perceptionRiskRTA,perceptionRiskInjury,perceptionRiskViolence,healthBetelnut,healthBetelnutDay,healthBetelnutMonth,healthBetelnutYears,healthSmoke,healthCigarettesDay,healthSmokeYears,healthPassiveSmoke,abilityToWorkRespondent,illnessRespondent,hospitalRespondent,seriousIllnessRespondent,seriousIllnessRespondentDescription,chronicIllnessRespondent,chronicIllnessRespondentDescription,notesHealth,loanInstitution1,loanInstitution1Type,loanInstitution2,loanInstitution2Type,loanInstitution3,loanInstitution3Type,loanCooperative,notesSocialNetwork
2DF71B65-A044-C942-B848-E640338F8EEF,4EC74293-A84A-7C4F-8A2D-A3C9D16D5ED2,04-Jul-18,,39,,all from bazar,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,1,Can,,,1,Nothing,,,0,0,,,,,,,6,5,0,2,3,,,0,0,1,week,0,,3,3,1,1,3,1,1,1,3,1,1,1,,,,,1,5,14,,1,1,1,2,1- DIARRHOEA 2- JAUNDICE.,,,,,,,,,,,
2F94CEAC-93C3-0142-AEEE-378D98068C3A,60874A21-4F67-1F48-A9D8-0AC579DAFA27,21-Dec-17,,64,,50 percent from own work,75 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,4,6,0,4,3,,,0,30,0,day,0,,3,3,1,1,1,1,1,1,3,1,1,1,,,,,,,,1,1,1,0,2,1- DIARRHOEA 2- DIARRHOEA,1,BACK PAIN,,KRISHI BANK,bank,,,,,,
30B92210-726C-5040-A12D-95A18C8382E9,B623DA51-9102-EB48-8490-FBAAD94B6398,16-May-18,,78,,all from own work,25 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,2,3,0,5,3,,,0,0,0,,0,,3,3,1,1,3,1,1,1,3,1,1,1,1,6,,50,,,,1,1,1,0,0,,,,,BRAC,microcredit,Krishi Bank,bank,,,,
30D08DE3-156C-3046-92CD-9746C22506B7,F44225CD-80B6-3B4E-8387-544C3538FA76,28-Jan-18,,66,,50 percent from own work,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,3,3,0,2,3,,,0,20,0,day,0,,3,3,2,2,3,1,1,2,3,1,1,1,,,,,1,3,15,,1,1,0,1,Diarrhea,1,Gastric,,Krishi Bank,bank,,,,,,
310E7C77-1F21-A24E-9938-94EE5351EB1D,24A4E866-2982-1447-A44F-C74FE410EF33,24-Mar-18,,58,,all from own work,75 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,Can,,,,,,,0,0,,,,,,,4,3,0,4,5,,,0,0,0,-,0,,3,3,3,1,3,1,1,1,3,1,1,1,1,12,,3,,,,,1,1,3,,,,,,,,,,,,,
3183A18E-DCFB-ED44-BCD4-11B99194B6C5,E09C20F6-0F3D-3744-BF73-156274382D2C,28-Feb-18,,75,,all from bazar,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,3,3,0,2,4,,,0,0,0,-,0,,3,3,1,1,2,1,1,1,2,1,1,1,,,,,,,,,1,1,,,,1,ASTHMA,,,,,,,,,
31C722A8-F467-F649-BBE1-5CB8B2E57C7A,A1A50D7A-CB2C-F249-85C2-0AB79BDBEE11,28-Jun-18,,58,,all from bazar,all from bazar,1,CARPENTER,,1,,,,,,3,0,0,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,1,0,2,,3,2,1,3,2,,,0,0,0,-,0,,3,3,1,1,1,1,1,1,3,1,1,1,1,4,,20,1,6,30,,1,1,0,,,,,,,,,,,,,
321D046F-A2EF-F541-9A93-AE81DB6715EF,76B0168A-29D9-BD4B-8B55-36C3E7FA1D21,19-Jan-18,,40,,all from bazar,75 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,0,0,,,,,,,2,1,0,3,1,,,0,30,0,day,0,,3,3,3,3,3,1,1,1,3,1,3,3,1,17,,30,1,10,20,,1,1,0,0,NA,1,GASTRIC.,,B R A C,microcredit,,,,,,
330D3EAF-FD78-6043-ADF2-4DD03893EE2A,5F25F0E1-EF90-2D42-913D-76C875EE6519,01-Feb-18,,69,,all from own work,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,4,3,0,4,2,,,0,20,0,week,2,,3,3,1,1,2,1,1,2,3,1,1,1,1,4,,52,,,,,1,1,0,0,NA,,,,,,,,,,,
33AFD5EC-7F1E-7345-8373-500EE8B2C407,654B02E4-A8B3-BD43-8926-C6270BF09C45,27-Jun-18,,44,,all from bazar,50 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,3,2,0,4,2,,,0,30,0,day,0,,3,3,3,3,3,1,1,3,3,1,1,1,,,,,1,10,15,1,1,1,0,3,1- DIARRHOEA 2- ACCIDENT 3- ACCIDENT.,,,,ASHA,microcredit,UDDIPON,microcredit,,,,
34EECF4A-393A-384F-97A0-0ED0E5030259,7A4300E3-9587-D74F-AE08-FB432D401283,13-Dec-17,,52,,25 percent from own work,75 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,3,2,0,4,3,,,0,30,0,day,1,,3,3,1,1,1,1,1,1,3,1,1,1,,,,,,,,,1,1,1,,,,,,,,,,,,,
35CB2ABA-63B6-904A-8FDD-6890C21C3C0F,D8083BC5-2B54-F54D-BC14-824B98876C18,09-Jul-18,,31,,all from bazar,all from bazar,1,PLUMBER,,,1,,,,,2,0,0,1,,1,,,,2,6,0,,1,,1,,,,,,,1,Can,,,,,,,0,0,,,,,,,4,4,0,4,3,,,0,0,1,day,0,,3,1,3,1,3,1,1,3,3,1,3,1,,,,,,,,,1,3,1,1,DIARRHEA .,1,BACK  PAIN,,GRAMIN   BANK,microcredit,,,,,,
36C1DD12-3B73-0A44-B972-2AD09BA932F5,84528AC6-8761-4246-90BF-B4C1EF534193,15-Jan-18,,63,,75 percent from own work,25 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,4,3,0,3,4,,,0,0,1,day,1,,3,3,1,1,3,1,1,1,3,1,1,1,1,4,,12,,,,,1,1,0,1,Diarrhea,1,"Diabetes,knee Pain",,,,,,,,,
36CFABE1-0368-9848-B769-DBE891C8F319,21407310-D259-6049-A7D2-1A3813781EC0,20-Mar-18,,36,,all from bazar,all from bazar,1,MASON,,,1,,,,,1,6,0,1,,,1,,,0,6,0,,1,,1,,,,,,,,,,,1,Nothing,1,1,1,1,,,,,,,3,2,2,3,2,,,0,30,0,day,1,,3,3,3,1,3,1,1,1,3,1,1,1,1,5,,5,1,5,10,,1,1,2,1,ALLERGY PROBLEM,1,ALLERGY,,GRAMEEN BANK,microcredit,,,,,,
3718CFBB-6898-465A-AF57-B2808ACA7B64,0463400E-A1C2-224E-8325-2E430A6ABB77,20-Dec-17,,56,,50 percent from own work,all from bazar,1,TAYLOR,,,,,,,TEACHER,2,0,0,,,,,,,,,,,,,,1,,,,,,1,Can,1,,1,Nothing,,,,,1,,1,0,1,,3,3,0,3,2,,,0,0,1,day,0,,3,3,1,1,1,1,1,1,3,1,1,1,,,,,,,,,1,1,0,1,DIARRHOEA,,,,BRAC,microcredit,,,,,,
372EB208-16EC-FE4D-89B4-F6ECC04C922E,A4C56846-0ABC-B54A-836B-39F24561474D,19-Jul-18,,38,,all from own work,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,0,0,,,,,,,5,6,0,5,5,,,0,0,1,week,1,,3,3,1,1,3,1,1,1,3,1,1,1,,,,,,,,,1,1,1,,,,,,,,,,,,,
37908474-E485-4C44-B7D9-113F5F1CD015,271C8699-4458-9843-9F97-EFAB120A285C,21-Dec-17,,66,,50 percent from own work,all from bazar,1,CARPENTER,,,1,,,,,2,0,0,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,3,3,0,3,4,,,0,30,0,day,0,,3,3,1,1,1,1,1,1,3,1,1,1,1,5,,40,1,5,45,,1,1,0,1,OBSTRUCT URINE,,,,ASHA,microcredit,BRAC,microcredit,,,,
396D0CA3-3502-1242-9A03-C91625D00783,BFAAAE61-FD78-8447-8295-83B0A0CCD69F,07-Jul-18,,55,,all from bazar,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,8,8,0,,,3,3,0,0,1,day,0,,3,3,1,1,1,1,1,1,3,1,1,1,1,10,,10,1,10,35,,2,3,1,2,1- ABDOMINAL PAIN 2- LEG ACCIDENT.,1,GASTRIC.,,GRAMEEN BANK,microcredit,BRAC,microcredit,,,,
3A54ADE8-2FE3-CF4E-9D0C-2B9ADB229B94,EB3DAA68-C443-2A47-9F6B-67279DB4AFAB,21-Jan-18,Original RID entered differently,74,,all from bazar,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,3,3,0,1,1,,,0,0,0,,0,,3,3,1,1,1,1,1,1,3,1,1,1,,,,,,,,,1,1,0,0,,,,,,,,,,,,
3A8DC9EA-61BB-CA4A-8B28-92B2705D7021,3FA91B41-7927-AC4B-9CD6-6F8174910E42,06-Jan-18,,60,,25 percent from own work,50 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,3,3,0,2,3,,,0,20,0,day,0,,3,1,1,1,3,1,1,2,3,1,1,1,1,5,,10,,,,,1,1,0,,,1,1- SKIN DISEASE    2- PILES,,,,,,,,,
3AF0E16B-F464-B140-95E5-DD68004B61BB,23F32056-B918-A34A-83CF-AEB69ECA60F5,26-Feb-18,,50,,all from own work,75 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,Can,,,1,Little,,,0,0,,,,,,,3,3,0,4,2,,,0,30,0,day,0,,3,3,1,1,3,1,1,1,3,1,1,1,1,3,,22,1,10,14,,1,1,0,,,,,,BRAC,microcredit,,,,,,
3B4269C0-C942-7C40-B60F-0A457C27AEA3,D036F20F-8FE6-3F4A-BCB3-E866086060CD,17-Apr-18,,40,,all from bazar,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,3,3,0,3,2,,,0,0,1,day,1,,3,3,1,1,3,1,1,1,3,1,1,1,1,8,,1,1,10,22,,1,1,2,0,,1,"Asthma,Hernia,kidney Problem",,Asha,microcredit,Grameen Bank,microcredit,,,,
3BB321FD-7740-AF47-878A-916341305743,2EA157DF-F67C-794D-BEFF-733C9ABC02B4,07-May-18,,50,,all from own work,25 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,4,2,0,3,2,,,0,0,0,,0,,3,3,3,3,3,1,1,3,3,1,1,1,,,,,,,,,3,2,1,2,"Typhoid, Fever",1,Rheumatic Pain,,Grameen Bank,microcredit,Asha,microcredit,,,,
3BD7964F-4254-FF4C-B658-C00C88709A93,EA21B94F-E511-6048-96C6-EC6DAE8629A3,19-Apr-18,,60,,75 percent from own work,25 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,Can,,,,,,,0,0,,,,,,,6,3,0,3,4,,,0,30,0,day,0,,3,3,1,1,3,1,1,1,3,1,1,1,1,10,,48,1,3,45,1,1,1,1,0,,,,,Asha,microcredit,BRAC,microcredit,Seidip,microcredit,,
3EC4AB44-2BF7-EF4A-99D7-A7C13A80A448,A183D9AD-44D4-7943-9EA8-1875311CFFE9,27-Jan-18,,71,,50 percent from own work,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,2,3,0,4,3,,,0,0,0,,0,,3,3,1,1,3,1,1,1,3,1,1,1,1,4,,3,,,,,1,1,0,1,Diarrhea,,,,,,,,,,,
3EC53681-AF22-2147-BF79-2DCE941F0A6F,9145E251-3F45-2E4B-A3A0-236ECB28162E,28-Apr-18,,41,,50 percent from own work,75 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,3,3,1,4,3,,,0,30,0,day,,,3,3,1,1,3,1,1,1,3,1,1,1,,,,,,,,,1,1,1,1,Ulcer problem,,,,,,,,,,,
3FAD54F5-40B5-9446-9D4D-7E15A82260E1,658D6DCB-0789-4546-BB87-3AF26CDAAA40,13-Mar-18,,44,,all from bazar,all from bazar,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,0,1,,4,8,0,3,2,,,0,0,1,day,0,,3,3,1,1,1,1,1,1,3,1,1,1,,,,,1,25,25,,1,1,2,0,,,,,,,,,,,,
3FB58AC4-1920-9641-BE02-35D11DFE8C98,25FBBF35-0EA6-6947-9EE0-443B3342FD2F,12-Dec-17,,39,,75 percent from own work,75 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,4,2,0,2,3,,,0,30,0,day,0,,3,3,1,1,1,1,1,1,3,1,1,1,,,,,1,5,10,,1,1,1,,,1,ALLERGY,,,,,,,,,
3FD04800-B1CE-5F47-BCB8-9D6B4329D467,4B880BB3-50E6-4444-9313-C0D66FA25E70,04-Jan-18,,57,,all from bazar,25 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,3,3,0,4,2,,,0,20,0,week,0,,3,3,1,1,3,1,1,1,3,1,1,1,1,8,,40,,,,,1,1,0,,,1,GASTRIC,,BRAC,microcredit,ASHA,microcredit,,,,
3FFAA2E3-E0C8-B04F-B758-43A2BB768CE4,83F9CD69-A053-FF42-A881-61277B565DA1,14-Nov-17,,70,,75 percent from own work,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,0,,,,,,,5,2,0,5,4,,,0,0,30,day,0,,3,3,1,1,3,1,1,1,3,1,1,1,1,4,,3,1,2,30,,2,1,1,,,1,BROWSY,,,,,,,,,
400634F0-0849-7D49-85D3-69CD6CFB5B37,AEA15822-50F2-4E40-9C6F-C23E8F289F2A,15-May-18,,29,,all from bazar,all from bazar,1,Barber,,,1,,,,,1,0,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,0,1,,0,3,0,4,3,,,0,0,1,day,0,,3,3,1,1,3,1,1,1,3,1,1,1,,,,,,,,,1,1,1,0,-,1,Mrigi  Disease,,Paige,microcredit,BRAC,microcredit,,,,
41467FAB-C98E-824E-9DBE-15E7AB99952D,35F828E9-F4CC-CC48-9E52-AA28F26F3E16,19-Dec-17,,73,,50 percent from own work,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,3,3,0,4,3,,,0,30,0,day,0,,3,3,1,1,1,1,1,1,3,1,1,1,1,8,,50,1,3,57,,1,1,0,,,,,,,,,,,,,
41B6B1F2-EC9F-4B48-BC80-62D04DBDA9CA,03700B6C-520B-5F4E-B2D7-353FB9E41018,21-Feb-18,,61,,all from own work,50 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,Can,,,,,,,0,0,,,,,,,2,5,0,5,6,,,0,0,0,,0,,3,3,3,3,3,3,1,1,3,1,1,3,,,,,,,,,2,0,0,2,ACCIDENT. RESPIRATORY PROBLEM. DIARRHEA.,,,,B R A C,microcredit,KRISHI  BANK,bank,,,,
4295CCBD-E4BC-2541-A996-DDA96472C160,28B3A672-591E-4846-BF5A-2C828590407A,25-Oct-18,,68,,all from bazar,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,0,,,,,,,4,2,0,4,3,,,0,0,2,day,2,,1,3,1,1,1,1,1,1,3,1,1,1,1,3,,40,,,,,2,5,5,1,Leg operation.,1,Asthma. Diabetic.,,B A R C,microcredit,,,,,,
43BC815B-9425-D54D-80A2-ED0F0ECACD5E,F62EBDEC-D69E-D048-BA2E-27F68A4A6D1F,11-Jan-18,,47,,75 percent from own work,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,3,3,0,4,3,,,0,20,0,week,0,,3,3,1,1,3,2,1,2,3,1,1,1,,,,,,,,,1,1,0,0,NA,,,,GRAMIN BANK,microcredit,,,,,,
457D27D5-38BD-F945-A2AD-598C688092E8,9B9D7A9F-F3B8-2248-A372-148A7C28EE48,05-Jul-18,,60,,all from bazar,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,8,2,0,,,2,3,0,20,0,week,0,,3,3,3,1,3,1,1,1,3,1,1,1,,,,,,,,,2,3,3,1,HEART PROBLEM.,,,,,,,,,,,
4593CAED-21B9-0D48-AC9F-C5DB82BC15EB,515335B1-6A91-4D40-8130-485CE5BF7B4B,05-May-18,,63,,75 percent from own work,50 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,2,0,,,,,,,8,2,0,3,2,,,0,0,0,,0,,3,3,1,1,3,1,1,3,3,1,1,1,,,,,1,10,50,,2,1,2,4,"Hernia Disease,Asthma, Operation due to voiles",1,Asthma,,,,,,,,,
45E831D1-6ECC-A14E-A054-98A9C7B0CA35,B482DE05-B85C-1F48-A9E1-2CDBCFAC9595,05-May-18,Original RID entered differently,46,,all from bazar,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,1,Can,,,,,,,0,0,,,,,,,5,5,0,5,4,,,0,0,1,day,0,,3,3,1,1,3,1,1,1,3,1,1,1,,,,,1,13,20,,1,1,0,2,"Diarrhea, Tumor Operation",,,,CCDA,microcredit,Paige,microcredit,,,,
47CC7F92-5033-4749-A6FF-8BF3998B6BBC,BE4ADE93-149D-BA46-BBC8-B727CA83B457,02-May-18,,75,,75 percent from own work,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,0,0,,,,,,,3,3,0,3,4,,,0,0,0,,0,,3,2,1,1,2,2,1,1,3,1,1,1,,,,,,,,,1,1,0,2,"Diarrhea, Eye Operation",,,,,,,,,,,
47E10D4F-4F69-FD44-8C25-5EDB2C16A0C0,6E2C5910-55CA-E345-A91F-2FACC84307D6,18-Apr-18,,61,,75 percent from own work,all from bazar,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,0,2,,3,3,0,5,3,,,0,0,2,day,0,,3,3,1,1,3,1,1,1,3,1,1,1,,,,,1,3,45,,1,1,3,0,,1,"Diabetes,Heart problem",,,,,,,,,
47E27870-12FC-DA44-9E76-1C9CD310F11A,183DC19F-0C9E-D644-8B7F-85409FFD3722,24-Mar-18,,47,,50 percent from own work,75 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,3,3,2,5,4,,,0,10,0,day,0,,3,3,1,1,3,1,1,1,3,1,1,1,,,,,,,,,1,1,3,,,,,,,,,,,,,
47F0960F-59E2-A543-B138-E371A0E8CDB2,B150E860-5793-FD4D-8E46-96B139778DDD,15-Apr-18,,43,,75 percent from own work,all from bazar,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,Can,1,,1,Little,,,,,1,,1,0,9,,4,0,0,6,5,,,0,0,1,day,2,,3,3,1,1,3,1,1,3,1,1,3,1,,,,,,,,,1,1,0,1,HERNIA,,,,,,,,,,,
47FD1043-5D27-E54C-96BB-0214682D95CD,EC549EB4-9379-BB4F-A145-9652C1F2E8AF,31-Oct-17,,46,,25 percent from own work,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,2,0,,,,,,,4,3,1,6,5,,,0,30,,day,1,,3,2,3,2,3,1,1,1,3,1,1,1,,,,,,,,,1,0,0,0,,,,,,,,,,,,
48AAB21C-FA75-354A-83E4-133122365E95,9CEDBE66-4ED1-FD46-926C-A885DFBD4B18,08-Feb-18,,34,,all from bazar,75 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,3,3,0,3,1,,,0,0,0,,0,,3,3,1,1,2,1,1,2,3,1,1,1,,,,,,,,,1,1,0,0,,,,,BRAC,microcredit,,,,,,
48DD4A12-5947-0A48-A6E2-87605A8B9125,83EE8AAD-A523-D54D-8B00-B8836C99ABDE,06-Nov-17,,45,,50 percent from own work,25 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,8,2,0,3,1,,,0,0,0,,0,,3,3,1,1,1,1,1,1,3,1,1,1,,,,,,,,,1,0,0,1,TUBERCULOSIS,,,,,,,,,,,
49F156BE-45E1-A247-AEF0-D9069CA3BF0F,873BDF3E-9B0F-3A46-9B78-09F00653C4B8,01-Dec-17,,58,,75 percent from own work,75 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,Can,,,,,,,1,0,,,,,,,3,2,0,3,5,,,0,30,0,day,0,,3,3,1,1,1,1,1,1,3,1,1,1,,,,,,,,1,1,1,1,,,1,DIABETES,,,,,,,,,
4A302C98-B479-684A-828E-D47C8A4357D6,BB7285FD-E656-6F40-A787-0EFB71BD3BE6,25-Oct-17,,61,,25 percent from own work,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,Can,,,,,,1,0,2,,,,,,,4,3,0,5,3,,,0,0,1,day,0,,3,3,1,1,1,1,1,1,1,1,1,1,,,,,,,,,2,0,3,0,NA,1,Diabetic,,,,,,,,,
4AA41350-175E-4249-BF88-3BC354A6C889,D093FE5A-CF3D-9745-9CF5-8198A18CEAA7,16-May-18,,47,,25 percent from own work,50 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,3,2,0,3,2,,,0,30,1,day,,,2,3,3,1,3,1,1,3,3,1,3,1,1,10,,17,,,,,1,3,2,4,"Diarrhea, Typhoid,Thyroid operation,Left Hand was paralyzed",1,Gastric,,Paige,microcredit,,,,,,
4B055EA0-9DAD-5A48-AC39-76E7E6210171,992CF1D8-BFF5-A543-B8AE-9918F1E9538F,04-Jul-18,,55,,75 percent from own work,50 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,2,6,0,4,3,,,0,30,0,day,0,,3,3,3,1,1,1,1,1,3,1,2,1,1,5,,10,1,5,10,,1,2,2,1,PNEUMONIA,1,1- ALLERGY 2- GOLAY GHA (THROAT PROBLEM),,,,,,,,,
4B45F529-6DB8-9743-B1E4-9081B85D1317,0638F7C6-FAB6-A746-A1A4-B920CB99F867,03-Jul-18,,48,,25 percent from own work,all from bazar,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,0,0,,2,2,0,4,2,,,0,0,1,day,0,,3,3,3,1,3,3,1,1,3,1,1,3,1,20,,25,,,,,1,2,0,,,1,GASTRIC,,,,,,,,,
4CEF32D2-1C74-0A48-83C6-3FDC0AC3AC6E,8F226709-D0BC-4847-85F6-DA7B64509C4C,07-May-18,,40,,50 percent from own work,25 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,0,0,,,,,,,4,4,2,4,3,,,0,30,0,day,0,,3,3,2,1,1,2,1,1,2,1,1,1,,,,,1,6,15,,1,1,0,0,,,,,,,,,,,,
4D64C58A-01A4-E345-B4C8-B46E25279DE8,F70F3F11-E958-AE40-98D3-AEEF26645F05,03-May-18,,60,,25 percent from own work,all from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,4,3,0,4,3,,,0,30,1,day,0,,3,3,1,1,3,3,1,3,3,1,1,1,1,2,,10,,,,1,1,3,0,4,"Accident 2 times,Severe Headache",,,,,,,,,,Nayargaon Bazar Samiti,
4D74F641-CDE4-304C-A501-9B5750B776AD,D8E33D50-CE32-634B-ADB7-A99463251678,03-May-18,,62,,50 percent from own work,75 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,Can,,,,,,,1,1,,,,,,,5,3,0,4,5,,,0,30,0,day,0,,3,3,1,1,1,1,1,3,3,1,1,1,,,,,,,,,1,1,3,0,,1,"Heart problem, Asthma",,,,,,,,,
4D8FBD55-8C86-754D-8D3F-7EDA239F4981,9E0873CC-5640-E045-AEDD-02DD7388D396,31-Dec-17,,42,,75 percent from own work,all from bazar,1,HEAD OPERATOR OF TEXTILE MIL.,,,,,1,,,0,1,0,1,,,,1,,3,0,0,,1,,1,,,,,,,1,Can,,,1,Nothing,,,0,0,,,,,,,8,3,1,3,2,,,0,10,0,day,0,,3,3,1,2,3,1,1,2,3,1,1,1,1,8,,19,,,,,1,1,,,,,,,BRAC,microcredit,,,,,,
4D9C64F3-8A9D-C44C-9E42-1549F7265122,6205C7AE-EA1C-8F46-B46D-10DF3522320C,05-May-18,,57,,all from own work,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,2,2,,,,,,,4,3,0,6,4,,,0,30,0,day,0,,3,3,1,1,3,1,1,1,2,1,1,1,1,10,,2,1,10,30,,1,1,3,3,"Heart Problem 2 times,Dizziness",1,Heart Problem,,Grameen Bank,microcredit,BRAC,microcredit,Krishi Bank,bank,,
