id,marketIntegrationPrimarySchoolMinutes,marketIntegrationPrimarySchoolHours,marketIntegrationPrimarySchoolByFoot,marketIntegrationPrimarySchoolByRickshaw,marketIntegrationPrimarySchoolByTomTom,marketIntegrationPrimarySchoolByCNG,marketIntegrationPrimarySchoolByBoat,marketIntegrationPrimarySchoolByBus,marketIntegrationHighSchoolMinutes,marketIntegrationHighSchoolHours,marketIntegrationHighSchoolByFoot,marketIntegrationHighSchoolByRickshaw,marketIntegrationHighSchoolByTomTom,marketIntegrationHighSchoolByCNG,marketIntegrationHighSchoolByBoat,marketIntegrationHighSchoolByBus,marketIntegrationCollegeMinutes,marketIntegrationCollegeHours,marketIntegrationCollegeByFoot,marketIntegrationCollegeByRickshaw,marketIntegrationCollegeByTomTom,marketIntegrationCollegeByCNG,marketIntegrationCollegeByBoat,marketIntegrationCollegeByBus,marketIntegrationSmallBazaarMinutes,marketIntegrationSmallBazaarHours,marketIntegrationSmallBazaarByFoot,marketIntegrationSmallBazaarByRickshaw,marketIntegrationSmallBazaarByTomTom,marketIntegrationSmallBazaarByCNG,marketIntegrationSmallBazaarByBoat,marketIntegrationSmallBazaarByBus,marketIntegrationLargeBazaarMinutes,marketIntegrationLargeBazaarHours,marketIntegrationLargeBazaarByFoot,marketIntegrationLargeBazaarByRickshaw,marketIntegrationLargeBazaarByTomTom,marketIntegrationLargeBazaarByCNG,marketIntegrationLargeBazaarByBoat,marketIntegrationLargeBazaarByBus,marketIntegrationTownMinutes,marketIntegrationTownHours,marketIntegrationTownByFoot,marketIntegrationTownByRickshaw,marketIntegrationTownByTomTom,marketIntegrationTownByCNG,marketIntegrationTownByBoat,marketIntegrationTownByBus,marketIntegrationMainRoadMinutes,marketIntegrationMainRoadHours,marketIntegrationMainRoadByFoot,marketIntegrationMainRoadByRickshaw,marketIntegrationMainRoadByTomTom,marketIntegrationMainRoadByCNG,marketIntegrationMainRoadByBoat,marketIntegrationMainRoadByBus,marketIntegrationDhakaMinutes,marketIntegrationDhakaHours,marketIntegrationDhakaByCNG,marketIntegrationDhakaByBus,marketIntegrationDhakaByLaunch,marketIntegrationPharmacyMinutes,marketIntegrationPharmacyHours,marketIntegrationPharmacyByFoot,marketIntegrationPharmacyByRickshaw,marketIntegrationPharmacyByTomTom,marketIntegrationPharmacyByCNG,marketIntegrationPharmacyByBoat,marketIntegrationPharmacyByBus,marketIntegrationMBBSMinutes,marketIntegrationMBBSHours,marketIntegrationMBBSByFoot,marketIntegrationMBBSByRickshaw,marketIntegrationMBBSByTomTom,marketIntegrationMBBSByCNG,marketIntegrationMBBSByBoat,marketIntegrationMBBSByBus,marketIntegrationHospitalMinutes,marketIntegrationHospitalHours,marketIntegrationHospitalByFoot,marketIntegrationHospitalByRickshaw,marketIntegrationHospitalByTomTom,marketIntegrationHospitalByCNG,marketIntegrationHospitalByBoat,marketIntegrationHospitalByBus,husbandDhakaVisit,husbandBangladeshVisit,husbandAbroadVisit,respondentDhakaVisit,respondentBangladeshVisit,respondentAbroadVisit,relocatedSince1997,relocatedSince1997Number,relocationJob,relocationFinancialImprovement,relocationFinancialProblems,relocationFamilyProblems,relocationBetterEducation,relocationBetterHealthcare,relocationBetterInfrastructure,relocationMarriage,relocationOther,relocationOtherDescription,closerToPrimarySchool,closerToCollege,closerToMarket,closerToTown,closerToMainRoad,closerToCity,natalBariDhakaMale,natalBariDhakaFemale,natalBariBangladeshMale,natalBariBangladeshFemale,natalBariAbroadMale,natalBariAbroadFemale,maritalBariDhakaMale,maritalBariDhakaFemale,maritalBariBangladeshMale,maritalBariBangladeshFemale,maritalBariAbroadMale,maritalBariAbroadFemale,familiesFoodShare,familiesCooperationAgriculture,familiesCooperationChildcare,familiesLoanActivity,familyBariWealthBefore,familyBariWealthAfter,familyBariEducationBefore,familyBariEducationAfter,familyBariReligiousBefore,familyBariReligiousAfter,familyBariSocialSizeBefore,familyBariSocialSizeAfter,familyBariSocialClassBefore,familyBariSocialClassAfter,familyBariPoliticalBefore,familyBariPoliticalAfter,MacArthurLadderPresent,MacArthurLadderPast,listenRadio,watchTVMinutes,watchTVHours,watchTVPer,useInternet
7AB49FCA-DCC1-4747-9289-392999039620,10,0,1,,,,,,20,0,1,,,,,,30,0,,,1,,,,20,0,1,,,,,,20,0,1,,,,,,0,1,,,,1,,,20,0,1,,,,,,0,3,1,,,20,0,1,,,,,,0,1,,,,1,,,10,1,,,,1,,,2,1,0,2,2,0,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,less,less,less,less,average,more,average,more,lower,middle,not at all,not at all,3,5,0,0,0,,0
7ABC0F19-C2E4-814C-96D5-875455506820,5,0,1,,,,,,5,0,1,,,,,,10,0,,,,1,,,5,0,1,,,,,,15,0,1,,,,,,15,0,,,,1,,,1,0,1,,,,,,30,3,,1,,15,0,1,,,,,,15,0,,,,1,,,10,0,,,,1,,,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,more,average,less,average,more,average,average,average,middle,middle,not at all,not at all,3,1,0,0,4,day,2
7AC9C9D8-5C25-C14E-A27A-F0338255ACAC,10,0,1,,,,,,20,0,1,,,,,,40,0,,,1,1,,,20,0,1,,,,,,40,0,,,,1,,,40,0,,,,1,,,10,0,1,,,,,,0,4,,1,,10,0,1,,,,,,40,0,,,,1,,,40,0,,,,1,,,2,2,1,2,8,0,,,,,,,,,,,,,,,,,,,0,0,6,2,2,0,4,0,1,0,0,0,0,0,0,0,average,average,less,average,average,average,average,average,middle,middle,less,average,5,5,0,0,0,,0
7B51E657-9E5B-4941-BC84-DB0F741B6E1D,10,0,1,,,,,,20,0,1,,1,,,,0,2,1,1,1,,,,20,0,1,1,,,,,30,0,1,1,,,,,0,1,1,,1,1,,,30,0,1,,,1,,,0,3,,,1,20,0,1,,1,,,,30,0,1,,1,1,,,30,1,1,,1,1,1,,4,2,1,4,2,0,1,1,,1,,,,,,,1,Shift house for river erosion.,,,,,,,5,3,0,0,1,0,5,3,0,0,0,0,0,0,0,0,average,more,average,more,average,more,average,more,middle,middle,not at all,not at all,8,6,0,0,1,day,0
7B89B4E5-34E0-074F-9AB3-44F42890D336,10,0,1,,,,,,20,0,1,,,,,,20,0,1,,,,,,20,0,1,,,,,,20,0,,,,1,,,20,0,,,,1,,,0,1,,,,1,,,20,3,,1,,20,0,1,,,,,,20,0,,,,1,,,45,0,,,,1,,,2,0,2,3,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,more,more,less,average,average,more,average,more,middle,upper,not at all,not at all,6,4,0,0,3,day,1
7BFFC4E7-9B52-0E46-B61F-D7F2746FE6F3,20,0,,,,,,,15,0,,,,,,,30,0,,,,,,,5,0,,,,,,,30,0,,,,,,,20,0,,,,,,,30,0,,,,,,,30,2,,,,7,0,,,,,,,20,0,,,,,,,30,0,,,,,,,4,2,0,2,2,0,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,2,1,0,0,1,0,0,0,0,0,average,less,less,average,average,less,average,average,lower,lower,not at all,not at all,4,1,0,30,0,day,3
7C034F5D-4751-204B-8F0F-283316E124CB,10,0,,,,,,,10,0,,,,,,,30,0,,,,,,,20,0,,,,,,,15,0,,,,,,,0,1,,,,,,,15,0,,,,,,,0,5,,,,20,0,,,,,,,20,0,,,,,,,0,1,,,,,,,3,0,0,3,1,0,,,,,,,,,,,,,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,less,average,average,more,more,more,average,average,middle,middle,not at all,not at all,5,5,0,0,,,0
7C05E7A6-755E-5A43-879B-3180C4F86153,10,0,1,,,,,,40,0,1,,,,1,,40,0,1,,,,1,,40,0,1,,,,1,,40,0,1,,,,1,,40,0,1,,,,1,,40,0,1,,,,1,,0,3,,1,,40,0,1,,,,1,,45,0,1,,,,1,,0,1,1,,,,1,,2,1,2,1,1,0,1,2,,,,,,,,1,1,More population and old house has less land.,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,average,more,average,more,more,more,more,more,middle,upper,not at all,not at all,6,5,0,0,0,,0
7C18DDB6-745C-9D43-AAF1-4725D46EF7FE,10,0,1,,,,,,10,0,1,,,,,,40,0,,,,1,,,7,0,1,,,,,,10,0,,,1,,,,10,0,,,1,,,,15,0,,,1,,,,0,4,,1,,5,0,1,,,,,,15,0,,,,1,,,30,0,,1,1,,,,3,2,1,2,1,0,,,,,,,,,,,,,,,,,,,1,2,0,0,0,0,2,0,5,2,1,2,0,0,0,0,less,average,less,average,more,more,average,average,middle,middle,not at all,not at all,3,5,0,10,0,day,2
7C99B052-BCB6-8E4F-9418-202B013C17FE,5,0,,,,,,,30,0,,,,,,,30,0,,,,,,,5,0,,,,,,,10,0,,,,,,,30,0,,,,,,,45,0,,,,,,,0,3,,,,10,0,,,,,,,30,0,,,,,,,45,0,,,,,,,6,8,0,3,0,0,,,,,,,,,,,,,,,,,,,3,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,more,less,less,less,more,more,more,less,upper,lower,not at all,not at all,2,8,0,0,,,2
7D0419E2-7316-384E-8F84-43CC8BBB7C7E,7,0,1,,,,,,20,0,1,,,,,,25,0,1,,,,,,7,0,1,,,,,,30,0,,,1,,,,30,0,,,1,,,,10,0,1,,,,,,0,2,,1,,10,0,1,,,,,,20,0,,,1,,,,20,0,,1,,,,,8,5,0,0,2,0,1,1,,,,,,,,1,,,,,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,more,less,average,less,more,less,average,average,middle,middle,not at all,not at all,2,1,0,30,1,week,0
7D065993-CF7A-FD4D-B95B-7E3519952C7E,10,0,1,,,,,,10,0,1,,,,,,30,0,,1,,,,,5,0,1,,,,,,35,0,,,1,,,,35,0,,,1,,,,2,0,1,,,,,,0,3,,1,,10,0,1,,,,,,35,9,,,1,,,,15,0,,1,,,,,2,0,3,3,0,0,,,,,,,,,,,,,,,,,,,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,less,average,average,average,average,less,average,average,middle,middle,not at all,not at all,5,3,0,2,0,day,1
7D4EA2DF-AFDD-494D-AB17-CAA6CDB56488,10,0,1,,,,,,10,0,1,,,,,,7,0,1,,,,,,10,0,1,,,,,,15,0,,1,,,,,8,0,1,,,,,,10,0,1,,,,,,0,5,,1,,10,0,1,,,,,,10,0,1,,,,,,10,0,1,,,,,,2,0,2,3,1,0,,,,,,,,,,,,,,,,,,,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,average,average,less,less,less,less,more,average,middle,middle,more,not at all,6,7,0,30,1,day,1
7D7FC5F1-7456-6741-B65B-66E127A907ED,20,0,,,,,,,30,1,,,,,,,0,1,,,,,,,30,0,,,,,,,30,0,,,,,,,30,1,,,,,,,30,0,,,,,,,0,3,,,,30,0,,,,,,,30,0,,,,,,,30,1,,,,,,,2,2,0,4,0,0,1,1,,1,,,,,,,,,,,,,,,10,10,0,0,5,0,1,1,0,0,10,0,0,0,0,0,more,less,less,less,more,more,more,more,middle,middle,not at all,not at all,5,6,0,0,1,day,3
7DCADCA6-AAF8-524B-9E1D-2E2D265FF917,10,0,1,,,,,,10,0,1,,,,,,30,0,,,,1,,,7,0,1,,,,,,30,0,1,,,,,,30,0,1,,,,,,10,0,1,,,,,,30,2,,1,,8,0,1,,,,,,30,0,1,,,,,,30,0,,1,,,,,3,1,0,2,0,0,1,1,,,,,,,,1,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,less,less,less,less,less,less,more,average,middle,lower,not at all,not at all,1,2,0,0,0,,0
7DFF7C48-C869-4B4B-A8CB-EF51275BC57B,10,0,1,,,,,,10,0,1,,,,,,10,0,1,,,,,,7,0,1,,,,,,15,0,1,,,,,,20,0,,,,1,,,10,0,1,,,,,,0,3,,1,,10,0,1,,,,,,20,0,,,,1,,,30,0,,,,1,,,8,4,0,8,2,0,,,,,,,,,,,,,,,,,,,0,0,0,,3,0,8,6,1,2,0,0,0,0,0,0,average,less,less,less,less,less,average,less,upper,middle,not at all,not at all,3,1,0,0,30,day,2
7E3438C4-34A8-5148-8709-446457D5EE5F,5,0,1,,,,,,5,0,1,,,,,,10,0,1,,,,,,5,0,1,,,,,,5,0,1,,,,,,30,1,,,,1,,,10,0,1,,,,,,30,2,,1,,5,0,1,,,,,,5,0,1,,,,,,20,1,,,,1,,,8,2,0,2,2,0,1,2,,,,,,,,,1,BECAUSE DUE TO HUSBAND JOB.,1,1,1,1,1,1,3,2,1,1,10,0,1,1,0,0,5,0,0,0,0,0,average,average,average,less,more,more,more,average,lower,lower,not at all,not at all,3,2,0,0,5,day,2
7E9333F4-CD48-9D42-A9D9-323713A8068B,10,0,1,,,,,,10,0,1,,,,,,45,0,,,,1,,,5,0,1,,,,,,20,0,,,,1,,,20,0,,,,1,,,20,0,,,,1,,,0,2,,1,,5,0,1,,,1,,,20,0,,,,1,,,30,0,,,,1,,,3,8,0,1,2,0,,,,,,,,,,,,,,,,,,,1,3,0,0,3,0,0,0,2,2,5,2,0,0,0,0,more,average,more,average,average,average,average,average,middle,middle,average,average,10,10,0,0,0,,1
7F47BA24-E572-5249-9197-96B5E60DDC51,5,0,1,,,,,,5,0,1,,,,,,30,0,1,,1,,,,5,0,1,,,,,,30,0,,,1,,,,30,0,,,1,,,,30,0,1,,,,,,0,5,,,1,5,0,1,,,,,,30,0,,,1,,,,40,0,,,1,,,,2,0,1,1,1,0,1,1,,,,,,,,1,,,1,1,1,,,1,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,average,average,more,less,average,average,average,more,middle,middle,less,less,3,2,0,0,0,,1
7F635F6E-D231-9B4E-80E8-D20F5056F84F,5,0,1,,,,,,5,0,1,,,,,,15,0,,,,1,,,5,0,1,,,,,,15,0,,,,1,,,15,0,,,,1,,,2,0,1,,,,,,0,3,1,1,,2,0,1,,,,,,15,0,,,,1,,,15,0,,,,1,,,8,2,8,1,4,0,1,1,,,,,,,,1,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,average,average,average,average,more,more,more,more,middle,middle,not at all,not at all,5,3,0,30,0,,1
7FC6D891-7663-6241-99CD-3A9FFEA77A10,10,0,,,,,,,10,0,,,,,,,10,0,,,,,,,5,0,,,,,,,30,0,,,,,,,0,1,,,,,,,5,0,,,,,,,0,3,,,,10,0,,,,,,,10,0,,,,,,,0,1,,,,,,,5,2,0,3,1,0,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,more,more,less,average,more,more,more,more,upper,upper,more,not at all,8,4,0,10,0,day,2
7FE65721-9BDA-394C-BEE2-06253E55802C,5,0,1,,,,,,20,0,1,,,,,,20,0,,,,1,,,10,0,1,,,,,,25,0,,,,1,,,25,0,,,,1,,,10,0,1,,,,,,0,4,,1,,10,0,1,,,,,,25,0,,,,1,,,20,0,,,,1,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,less,less,average,less,average,less,average,less,middle,middle,not at all,not at all,2,1,0,0,0,,0
80AB2370-7958-ED4D-AE93-A0A1C51208A9,10,0,1,,,,,,20,0,,1,,,,,0,2,,,,,,,10,0,1,,,,,,0,1,,,,1,,,0,2,,,,1,,,0,2,,,,1,,,0,4,,,1,10,0,,,1,,,,0,1,,,1,,,,0,2,,,,1,,,2,0,1,2,0,0,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,average,average,average,average,average,average,average,average,middle,middle,less,not at all,6,5,0,0,0,,0
80BF8D40-62CA-A54A-BDAB-9DEB044B89CC,30,0,1,,,,,,0,1,,,,1,,,0,2,,,,1,,,5,0,1,,,,,,0,2,,,,1,,,0,2,,,,1,,,45,0,,,,1,,,0,6,,1,,0,1,,,,1,,,0,1,,,,1,,,0,2,,,,1,,,1,0,2,1,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,more,average,less,less,average,more,more,average,middle,middle,not at all,not at all,5,4,0,10,0,day,0
815D87E8-B730-1245-B16F-1FF89BD1A87B,20,0,,,,,,,20,0,,,,,,,30,0,,,,,,,5,0,,,,,,,5,0,,,,,,,0,1,,,,,,,1,0,,,,,,,0,2,,,,5,0,,,,,,,0,1,,,,,,,0,1,,,,,,,2,1,4,2,1,0,1,1,,,,,,,,1,,,1,,,,,,4,3,0,1,1,0,0,0,0,2,0,0,0,0,0,0,more,more,average,average,average,average,average,more,middle,middle,not at all,not at all,8,6,0,0,1,day,0
82B9DFEA-4F13-BF4B-AB7D-B3D4B8989F4D,15,0,1,,,,,,15,0,1,,,,,,30,0,,,,1,,,10,0,1,,,,,,30,0,,,,1,,,30,0,1,,,,,,30,1,,,,1,,,0,4,1,1,,30,0,1,,,,,,30,1,,,,1,,,0,1,,,,1,,,2,1,1,1,1,0,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,2,2,0,0,2,0,0,0,0,0,average,average,less,less,average,average,average,more,middle,middle,less,less,3,2,0,0,0,,0
82C5E1F5-AFBD-E44F-947D-4D8FDFE79C95,10,0,1,,,,,,30,0,1,,,,,,20,0,1,,,,,,5,0,1,,,,,,3,0,,,,1,,,30,0,,,,1,,,0,1,,,,1,,,0,4,,1,,10,0,1,,,,,,30,0,,,,1,,,30,0,,,,1,,,2,8,0,0,2,0,1,1,,,,,,,,,1,There was no space as like as previous house.,,,,,,,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,less,less,less,average,less,less,less,average,middle,middle,not at all,not at all,3,3,0,0,0,,0
83062945-6A0F-A047-8071-D28F2C5DE9FC,15,0,1,,,,,,30,0,1,,,,1,,30,1,1,,1,,1,,20,0,,,1,,1,,30,0,1,,1,,1,,20,0,1,,1,,1,,20,0,1,,,,1,,0,3,,1,,20,0,1,,1,,1,,0,1,1,,1,,1,,0,1,1,,,1,1,,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,average,more,average,more,average,average,average,more,lower,lower,not at all,not at all,5,5,0,0,0,,0
836ADAA9-DA89-664B-91D4-68627871A702,5,0,1,,,,,,15,0,1,,,,,,35,0,,,,1,,,5,0,1,,,,,,35,0,,,,1,,,35,0,,,,1,,,0,1,,,,1,,,0,3,1,1,,5,0,1,,,,,,35,0,,,,1,,,40,0,,,,1,,,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,more,average,more,average,more,average,average,average,upper,middle,average,less,4,2,0,0,0,,4
839D048C-D381-F848-B938-8067707003CF,20,0,1,,,,,,20,0,1,,,,,,30,0,,,,1,,,15,0,1,,,,,,30,0,,,,1,,,30,0,,,,1,,,10,0,1,,,,,,30,3,1,1,,15,0,1,,,,,,30,0,,,,1,,,45,0,,,,1,,,2,4,0,1,4,0,,,,,,,,,,,,,,,,,,,5,3,0,0,5,0,1,0,0,0,1,0,0,0,0,0,more,average,more,less,more,average,average,average,upper,middle,average,less,5,4,0,30,0,month,4
84318764-10C5-8C4E-ADCB-C2242DA7BBB5,10,0,1,,,,,,10,0,1,,,,,,30,0,,,,1,,,5,0,1,,,,,,10,0,1,,,,,,0,1,,,,1,,,5,0,1,,,,,,0,3,,1,,10,0,1,,,,,,10,0,1,,,,,,0,1,,,,1,,,8,2,0,8,2,8,1,1,,,,,1,,,,,,,,,,1,1,0,1,1,0,3,0,1,0,0,2,10,0,0,0,0,0,more,average,more,average,more,more,more,more,middle,middle,less,less,7,4,0,0,3,day,1
859C3B25-6337-4643-B512-5C3D20423811,15,0,1,,,,,,15,0,1,,,,,,30,0,,,,1,,,15,0,1,,,,,,30,0,,,,1,,,30,1,,,,1,,,0,2,,,,1,,,0,5,,1,1,15,0,1,,,,,,30,0,,,,1,,,45,1,,,,1,,,1,0,0,1,0,0,1,1,,,,,,,,,1,SHIFT HOUSE FOR RIVER EROSION,1,1,1,1,1,1,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,average,average,less,average,average,average,average,average,middle,middle,not at all,not at all,2,2,0,0,0,,0
86C18C95-F128-AE49-9AB6-DB5B2A5A7E03,10,0,1,,,,,,15,0,1,,,,,,15,0,,1,,,,,10,0,1,,,,,,15,0,1,,,,,,15,0,1,,,,,,15,0,1,,,,,,0,4,,1,,5,0,1,,,,,,15,0,1,,,,,,30,0,,1,,,,,6,3,0,1,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,average,average,average,more,average,average,average,average,middle,middle,not at all,not at all,7,4,0,30,4,,0
874F1636-4144-0648-B5DB-F3F8C5189107,10,0,1,,,,,,15,0,1,,,,,,30,0,,,,1,,,10,0,1,,,,,,15,0,,,,1,,,0,1,,,,1,,,2,0,1,,,,,,0,3,,1,,10,0,1,,,,,,10,0,1,,,,,,15,1,,,,1,,,2,3,1,1,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,15,0,0,0,16,0,0,0,0,0,more,average,less,average,more,more,more,more,middle,middle,average,not at all,5,4,0,0,0,,2
87F8DDC6-7A9D-E24F-8223-9E2CCF91E25A,10,0,1,,,,,,20,0,,1,,,,,40,0,,,,1,,,10,0,1,,,,,,50,0,,,1,,,,0,1,,,,1,,,30,0,1,,,,,,30,3,,1,,15,0,1,,,,,,40,0,,,,1,,,45,0,,,,1,,,8,1,0,4,2,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,more,less,average,less,average,less,average,average,middle,middle,not at all,not at all,5,1,0,0,0,,0
882467AA-61F3-2743-83E3-ACD1D2A7163C,10,0,,,,,,,10,0,,,,,,,10,0,,,,,,,10,0,,,,,,,15,0,,,,,,,15,0,,,,,,,30,0,,,,,,,0,4,,,,10,0,,,,,,,10,0,,,,,,,20,0,,,,,,,8,0,0,3,0,0,,,,,,,,,,,,,,,,,,,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,average,average,less,less,more,more,more,more,middle,middle,not at all,not at all,5,3,0,0,1,day,2
88601EFF-A389-2D47-876B-E1A4403C0664,10,0,1,,,,,,20,0,1,,,,,,20,0,1,,,,,,30,0,1,,,,,,30,0,1,,,,,,30,0,,,,1,,,30,0,,,,1,,,0,3,,1,,30,0,1,,,,,,30,0,1,,,,,,40,0,,,,1,,,8,0,1,4,0,0,1,4,,1,,,,,,1,,,,,,,,,12,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,average,more,more,average,average,average,less,average,middle,middle,average,not at all,5,2,0,30,0,day,0
88A46981-7CC6-894D-93DD-1E214AD3B73A,30,0,,,,,,,30,0,,,,,,,0,1,,,,,,,30,0,,,,,,,30,0,,,,,,,0,2,,,,,,,0,1,,,,,,,30,2,,,,30,0,,,,,,,0,1,,,,,,,0,2,,,,,,,2,0,8,3,0,0,1,1,,1,,,,,,,,,,,,,,,1,0,2,4,1,0,2,5,0,0,10,0,0,0,0,0,less,average,less,less,more,less,more,average,middle,middle,not at all,not at all,3,2,0,0,1,week,1
88C6F20B-8C37-6B49-B866-76DDD6ED82B3,10,0,1,,,,,,15,0,1,,,,,,30,0,,,,1,,,5,0,1,,,,,,10,0,1,,,,,,15,0,1,,,,,,7,0,1,,,,,,30,2,,1,,10,0,1,,,,,,30,0,,,,1,,,0,1,,,,1,,,2,0,0,1,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,average,less,less,less,average,less,average,less,middle,lower,average,not at all,3,1,0,30,0,day,2
898E2891-929D-5F47-BE9C-F5E2B39BADE9,10,0,1,,,,,,30,0,1,,,,,,0,1,,,,1,,,5,0,1,,,,,,30,0,,,,1,,,0,1,,,,1,,,20,1,,,,1,,,0,3,,,1,5,0,1,,,,,,0,1,,,,1,,,20,1,,,,1,,,2,2,1,2,2,0,1,1,,,,,,,,1,,,,,,,,,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,less,average,less,less,average,more,average,average,middle,middle,not at all,not at all,4,4,0,0,2,day,1
89C5F7C7-6F1A-B04B-AF8F-C50A254F4E61,10,0,1,,,,,,20,0,,,1,,,,30,0,,,,1,,,20,0,1,,,,,,30,0,,,,1,,,50,0,,,,1,,,5,0,1,,,,,,0,3,,1,,30,0,,,,1,,,30,0,,,,1,,,0,1,,,,1,,,2,1,0,2,1,0,,1,,,,,,,,,,,,,,,,,0,0,0,0,3,0,0,1,2,2,2,0,0,0,0,0,less,more,average,average,average,more,average,more,middle,middle,not at all,not at all,5,4,0,30,2,day,2
8A3A2023-A8A1-9843-A772-747087F709CB,5,0,1,,,,,,5,0,1,,,,,,0,1,,,,1,,,5,0,1,,,,,,40,0,,,,1,,,0,1,,,,1,,,20,0,,,,1,,,0,3,,,1,5,0,1,,,,,,0,1,,,,1,,,0,1,,,,1,,,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,average,more,less,average,average,average,average,more,middle,middle,not at all,not at all,4,5,0,0,2,day,2
8A6C8FF9-EC6C-BF4B-85C6-7F1BD9AACFA0,2,0,,,,,,,2,0,,,,,,,20,0,,,,,,,2,0,,,,,,,2,0,,,,,,,40,0,,,,,,,2,0,,,,,,,30,1,,,,2,0,,,,,,,30,0,,,,,,,30,0,,,,,,,4,2,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,average,average,less,average,more,more,more,more,lower,middle,not at all,not at all,2,2,0,0,1,day,0
8A9A4E6D-708A-1F41-A33A-D9B0225CE1C6,30,0,1,,,,,,30,0,1,,,,,,45,0,,1,,,,,10,0,1,,,,,,45,0,,,1,,,,45,0,,,1,,,,45,0,,1,,,,,50,3,,1,,45,0,,,,1,,,45,0,,,1,,,,0,1,,,,1,,,4,4,0,0,1,0,1,1,,,,,,,,1,,,,,,,,,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,average,average,less,average,average,average,average,average,middle,middle,average,average,2,4,0,0,0,,0
8B68C29C-4E5E-234F-8C86-BA5093308138,5,0,,,,,,,30,0,,,,,,,30,0,,,,,,,2,0,,,,,,,30,0,,,,,,,30,0,,,,,,,15,0,,,,,,,0,4,,,,10,0,,,,,,,30,0,,,,,,,20,0,,,,,,,4,4,1,2,2,0,1,1,,,,,,,,1,,,1,1,1,1,1,1,9,8,0,0,0,0,0,0,0,0,6,2,0,0,0,0,more,average,more,more,more,average,more,more,middle,middle,average,less,6,5,0,0,1,day,1
8B86B2D6-52EE-DA40-86B8-406F883BDDD1,20,0,1,,,,,,20,0,1,,,,,,30,1,,1,,,,,10,0,1,,,,,,20,0,1,,,,,,30,0,,,,1,,,2,0,1,,,,,,0,3,,1,,20,0,1,,,,,,30,0,,,,1,,,0,1,,1,,,1,,4,4,0,4,4,0,,,,,,,,,,,,,,,,,,,1,1,0,0,3,3,0,0,0,0,2,0,0,0,0,0,more,less,more,less,more,average,average,more,middle,middle,not at all,not at all,6,3,0,0,3,day,1
8BC56FCE-D5A1-7044-A160-F4AA3DA56C04,15,0,1,,,,,,30,0,1,,,,,,30,0,,,,1,,,5,0,1,,,,,,30,0,,,,1,,,30,0,,,,1,,,10,0,,,,1,,,0,4,1,1,,30,0,1,,,,,,30,0,,,,1,,,35,0,,,,1,,,6,6,0,3,0,0,1,1,,,,,,,,1,,,,,,1,1,1,1,0,0,0,1,0,3,0,3,0,1,0,0,0,0,0,average,average,average,less,average,average,average,average,middle,middle,less,less,6,9,0,30,0,day,1
